id,nomor_rekening,nama_lengkap,tanggal_transaksi,jumlah_debit,keterangan
23,201974477050895,Corenda Foster-Smith,11/12/2024,144847.65,"Creamy risotto made with mushrooms and herbs, perfect as a side dish or main course."
24,6334253046429543949,Torie Jouannin,7/16/2024,931373.19,Lightweight leaf blower for maintaining outdoor spaces.
25,676342297352549543,Cosette Valenti,6/20/2024,694843.84,"Sweet and chewy dried mango slices, perfect for snacking."
26,30077145718476,Raphaela Barnhill,11/8/2024,247432.42,Whole grain oats that are perfect for breakfast or baking.
27,3551179699817093,Francene Sperry,6/15/2024,639668.42,"Fruits dipped in rich chocolate, perfect for desserts."
28,3529435995501677,Roxana McKeachie,12/7/2024,49694.37,Compact fire pit for campfires and gatherings.
29,3552591110498197,Daisie Cherrington,1/10/2025,119478.43,Sweet and tangy honey mustard dip for snacks.
30,3572299308605971,Ephraim Simonnet,7/6/2024,136384.64,Monitor and interact with your pet remotely with this camera.
31,3555827596609684,Patten MacIntosh,1/16/2025,950171.61,"Instant miso soup mix, just add hot water for a warm meal."
32,5020766498443275,Cherida Stilliard,11/22/2024,943005.79,A light and breezy top ideal for warm days.
33,3557481706385245,Ebeneser Dik,1/11/2025,243624.68,Stylish stand to hold your recipes while cooking.
34,3546934911249204,Gabriella Anderl,6/7/2024,569237.15,Portable car vacuum cleaner with strong suction.
35,5048379485071311,Pavia Melrose,11/13/2024,89878.55,Flour tortilla filled with cheese and a medley of vegetables.
36,348928926830749,Gates Conville,4/4/2025,175238.64,"Fresh seedless red grapes, perfect for snacking."
37,3541592437399690,Nesta Rickcord,8/23/2024,199004.25,Set of resistance bands for home workouts.
38,0604025689687296640,Abramo Piotr,10/26/2024,647419.94,"Fluffy couscous seasoned with a blend of herbs, perfect as a side dish."
39,5893264652984600272,Velvet Coales,6/28/2024,495479.26,Compact pocket tool with various built-in functions.
40,5602251889663472,Boot Salthouse,3/17/2025,192875.68,Breathable tank top perfect for workouts or casual wear.
41,3550671444925032,Lorene Wigfield,1/11/2025,184829.28,Supportive pillow designed for a good night's sleep.
42,30593091009298,Shellysheldon Glaves,11/27/2024,618643.33,Set of unique wooden coasters for drinks and decor.
43,3548343117183506,Llewellyn Simmon,11/8/2024,465213.06,"Hearty stew made with lentils and mixed vegetables, vegan-friendly."
44,3580958003216653,Lib Membry,10/30/2024,759995.26,A cozy cable knit beanie to keep your head warm in winter.
45,3569548743487204,Jodi Siemandl,10/14/2024,649313.91,"Juicy pork tenderloin, great for roasting."
46,5548631197628605,Doti Jersch,6/1/2024,762757.09,"Creamy risotto made with mushrooms and herbs, perfect as a side dish or main course."
47,6771394685537343,Jennica January 1st,12/23/2024,995893.29,Fluffy pancakes with buttermilk flavor.
48,3571562626002093,Gwenni Kunrad,8/25/2024,733395.6,Official size basketball for indoor and outdoor play.
49,3581203032866833,Vin Humbie,4/4/2025,938794.54,"Juicy chicken breast stuffed with spinach and feta cheese, seasoned to perfection."
50,3575016011489791,Griffie Dugget,9/19/2024,597230.95,Compact air fryer for healthier cooking.
51,201563303722676,Dalila Cescotti,5/1/2025,424013.31,Delicious waffles infused with pumpkin and spices.
52,3567125680273822,Raffarty Rennock,7/20/2024,873546.35,Set of ceramic knives for precision slicing.
53,201560550465520,Wilma Camerello,7/7/2024,307194.37,"A rich marinade perfect for meats and vegetables, infused with Italian herbs and balsamic vinegar."
54,374288481624244,Helen Smithe,2/10/2025,933503.63,"Whole wheat wraps filled with spinach, feta, and herbs."
55,374283985822709,Odilia Keppin,10/23/2024,995334.56,"Sweet bread with cinnamon and raisins, great for breakfast or snacks."
56,50387044015189448,Cleon Wield,2/16/2025,372517.69,Fun and educational puzzle set for kids.
57,3569725333404985,Arabel Sighard,6/23/2024,522726.77,"Rich and tangy balsamic vinegar, perfect for dressings."
58,6767740484620647,Eugine Clows,11/23/2024,993887.26,"Oven-roasted sliced turkey, perfect for sandwiches."
59,4026635859138799,Kalila Burras,2/2/2025,245772.92,Set with various resistance bands for workouts.
60,4041372779876,Forrester Coulthurst,6/10/2024,692810.11,Soft and chewy bar packed with protein and cinnamon flavors.
61,4041374956375903,Terrill Summerhayes,10/29/2024,677730.08,Stylish wall art to enhance home decor.
62,6399851691950952,Sidoney Neller,4/24/2025,253341.38,Durable ceramic bakeware for casseroles and desserts.
63,3544130634654331,Prudy Godain,5/6/2025,18848.21,Ergonomic footrest for easier pedicure treatment.
64,3580515873638703,Gearard Ramelot,12/13/2024,653643.92,Crunchy granola clusters mixed with nuts and honey.
65,3585251110991714,Gris Dosdill,12/14/2024,325702.32,Soft cotton pajama set for cozy nights in.
66,670954437283834844,Vasili Mendes,1/31/2025,62397.26,"Crispy sweet potato bites, delicious as a side or snack."
67,5100147220428145,Carlie Smurthwaite,10/11/2024,272527.91,Compact jump starter for emergency vehicle starts.
68,374288575991533,Katy Van de Velde,1/11/2025,272441.74,Mint-flavored chocolate candies for a refreshing treat.
69,4026306896750356,Theo Matejka,12/10/2024,412437.95,Healthy pasta alternative made from chickpeas
70,3583905274700771,Austine Leopard,6/9/2024,275432.78,Frozen smoothie blend with berries for a quick and healthy breakfast.
71,67064543109478900,Morgan Guerreau,1/6/2025,953709.25,"Sweet, chewy dried apricots, great for snacking or baking."
72,3582884122876854,Noni Schistl,3/21/2025,241039.44,"Sweet and chewy taffy flavored like caramel apples, great for fall."
73,50385624630814751,Flor Fennelow,2/20/2025,365650.35,Set of breathable bags for organizing shoes while traveling.
74,560222047856919598,Dougy Ramas,11/11/2024,200138.28,"A healthy oil extracted from avocados, ideal for frying and salads."
75,4405942154069492,Heddi Drepp,10/5/2024,99222.8,Healthy frozen acai bowl with toppings.
76,4405954567465761,Payton Edworthy,6/14/2024,436246.89,Compact electronic drum kit for musicians of all levels.
77,4405980011542673,Etienne Brunelli,8/20/2024,416755.97,"Plain white rice, a staple for any meal."
78,5038464441738823,Marlie Dene,11/9/2024,734112.66,BPA-free glass containers for safe food storage.
79,4913635843289563,Katusha Nozzolii,9/23/2024,567651.72,Instant mix for creamy vanilla pudding.
80,6391509704043862,Berty Antuoni,3/18/2025,442657.46,Tangy and crunchy dill pickles.
81,3547029265294994,Perle Rickford,5/16/2024,344802.98,Bell peppers stuffed with rice and vegetables
82,3566809834661385,Kip Fayerman,6/26/2024,484461.22,Soft glow night light for children's rooms or bedside.
83,5641824108875817257,Marlene Lorent,1/22/2025,533830.5,A healthy mix of assorted dried fruits and nuts for snacking.
84,5526641469396654,Rowe Folbig,5/12/2024,357419.55,"Compact towels that expand when wet, ideal for travel."
85,3560568165674864,Garwin Ivimy,1/1/2025,947121.62,Creamy yogurt made with coconut milk
86,6304964668480983061,Glyn Bragge,11/29/2024,750772.3,"Baked kale chips seasoned for a healthy, crunchy snack."
87,30521915999006,Bordie Bottelstone,8/10/2024,65775.61,Comfortable carry for pets while hiking or traveling.
88,6709135203620770105,Sydelle Hovey,11/30/2024,208111.24,"A mix of strawberries, blueberries, and raspberries, perfect for smoothies."
89,201426706541442,Nicola Stolworthy,10/31/2024,497143.51,Lightweight and portable folding table for camping or picnics.
90,3547435553451115,Shurlock Falvey,7/24/2024,97067.21,Rich and creamy smoked Gouda cheese perfect for snacking.
91,5007669857548360,Rosina Dun,6/29/2024,39697.73,"Tangy goat cheese infused with herbs, perfect for snacking."
92,5602211412013066,Lenee Livingston,6/6/2024,91988.73,Adjustable shelving unit for home or garage storage.
93,3558632810702167,Lurlene Kinforth,6/23/2024,780567.2,"A blend of dried fruits and nuts, great for snacking."
94,6374268582974455,Barclay Oiller,6/16/2024,289466.34,A convenient powder mix combining greens and fruits for smoothies.
95,4229123263726,Theo Condliffe,4/9/2025,386121.06,Creamy soup full of rich mushroom flavor.
96,3580838837252951,Barbe Coe,5/23/2024,535739.05,3D model puzzle kit for creative builders.
97,3542792042649997,Gaile Orneles,2/19/2025,89907.57,Savory sauce perfect for pasta or dipping.
98,5002352759334784,Morganne Bartelli,7/9/2024,479949.7,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.
99,3586840095382938,Haley Extal,1/14/2025,697497.11,Crunchy seeds perfect for toppings and baking.
100,201750664417885,Joann Rudeforth,8/24/2024,918377.07,Nutty-scented oil for stir-fry and marinades.
101,3533792960882423,Doreen Nolte,5/24/2024,921930.24,Precision cooker for perfect sous vide cooking.
102,3551576430901195,Ardine Leisman,5/6/2025,763598.49,Easy-to-use tiebacks for curtains or drapes.
103,5602236246898549,Helsa Gotcliff,2/16/2025,743574.27,Multi-functional grater for cheese and vegetables.
104,5197299392719589,Hans Terrazzo,7/15/2024,858774.21,Brews coffee with a smooth flavor without bitterness.
105,341821746920732,Shirley Maffulli,9/19/2024,569464.91,"Hearty chili made with beans and vegetables, a savory meal option."
106,4911574345172008517,Remington Pogg,8/10/2024,16126.3,"Creamy cottage cheese, perfect for healthy snacking."
107,4917123157009758,Sancho Howison,2/18/2025,655140.98,"Pure and natural honey, great for sweetening."
108,4175003651307311,Kilian Forsdicke,5/9/2025,682390.6,"Continuous stream of fresh water for pets, promoting hydration."
109,375205803653197,Yetta McKillop,1/2/2025,643971.06,Multi-angle stand for easy viewing of devices.
110,3575775131761443,Martina Swigger,5/5/2025,588380.41,Sweet popcorn coated in a mixture of cinnamon and sugar.
111,3531085677985767,Lizabeth Garrit,10/28/2024,859820.45,Durable ceramic bakeware for casseroles and desserts.
112,56022240407399516,Curcio Clerc,4/26/2025,204056.32,Adjustable window blinds for privacy and light control.
113,3566423638326896,Nicolea Athersmith,7/10/2024,962375.19,Spacious duffle bag for weekend getaways.
114,58938038380925185,Lanie Scraney,9/6/2024,704880.87,Indoor Wi-Fi camera for home security.
115,4017950241653,Bari Farran,10/16/2024,535165.95,All-in-one kit for making pasta salad easily.
116,3529984321870355,Rochette Douris,1/1/2025,984972.58,Complete sculpting tools for artists.
117,30150098139162,Merrielle Treadger,4/2/2025,294737.01,High-quality matcha for making traditional tea or lattes.
118,3550167162953405,Janela Bampford,6/6/2024,312279.9,"Supportive sports bra designed for high-impact workouts, made with moisture-wicking fabric."
119,3578705803244227,Cindy Mabbot,10/30/2024,556141.73,Clear feeder that attaches to windows for bird watching.
120,5595763666267235,Anna-diane Dashkovich,8/5/2024,90463.55,Lightweight backpack with an insulated water reservoir for hydration on the go.
121,3575803032497261,Taber Shwalbe,10/5/2024,8556.41,Healthy pizza crust made from cauliflower
122,5602227507468643,Hildy Jorin,5/5/2025,939374.74,"Refreshing and tangy fermented tea, available in various flavors."
123,6706846250560505,Thorin Butters,12/6/2024,678247.89,Bell peppers filled with quinoa and vegetables.
124,6333031648078319,Stacee Glashby,7/7/2024,471639.09,Sweet and crunchy roasted almonds.
125,5007661565827400,Mollie Wernher,12/14/2024,159280.1,A warming blend of ginger and turmeric for lattes.
126,676741796834662631,Lorraine Marney,9/4/2024,394237.7,Delicious maple-flavored oatmeal for a quick breakfast.
127,5610380040239722,Nola Huckster,9/23/2024,226230.38,"Nutritious blend of wild rice and quinoa, perfect as a side dish."
128,3569090731793715,Brigit Goodbairn,10/12/2024,409560.52,Durable backpack with ample storage for outdoor adventures.
129,56022350132089637,Jessika Cameron,12/16/2024,59367.4,Stainless steel travel mug that keeps drinks hot or cold.
130,30105898509808,Cob Jemison,1/22/2025,340263.71,"A mix of wild rice with herbs and spices, ready to serve."
131,3569073360369981,Maitilde Warrender,9/29/2024,302647.29,Snooze function and LED display for easy reading.
132,3538535419216312,Horton Domenico,11/2/2024,783021.35,A ready-to-eat salad made with chickpeas and veggies.
133,3548529235752525,Nola Corss,11/21/2024,858241.09,Vibrant watercolor paints that come with brushes and palettes.
134,30218669748677,Ransom Roussel,8/15/2024,213596.21,Roasted cashews coated in honey and sesame seeds for a sweet treat.
135,3568743764224328,Berne Fairbrass,11/17/2024,685103.71,Everything you need to make melt-in-your-mouth cinnamon rolls at home.
136,374622377838098,Natka Dorken,5/5/2025,141274.91,Easy-to-use tiebacks for curtains or drapes.
137,491167037400150449,Skipton Casone,5/22/2024,423548.15,Pulled jackfruit in a smoky BBQ sauce for a tasty vegan dish.
138,6706226708699223,Ferris Skeath,5/13/2024,874836.2,"Tender chicken cooked in a rich coconut curry sauce, ready to heat and serve."
139,5108752703576930,Natalie Elphee,8/13/2024,141193.7,Smooth and creamy smoothie made with peanut butter and banana.
140,5525808512888869,Johnathon Stealy,11/4/2024,153491.81,Elegant chiffon blouse perfect for work or outings.
141,4026603544780870,Benton Geely,12/6/2024,166140.88,Everything you need for maintaining a healthy beard.
142,3588935121273818,Reina Corteis,1/23/2025,506323.79,High-carbon stainless steel chef knife for precision cutting.
143,6333810886155609341,Ulick Meriot,8/28/2024,479791.97,Creamy honey mustard sauce for dipping or dressing.
144,3573909239633244,Domingo Rusk,3/10/2025,189947.92,Fragrant fried rice with authentic Thai basil and veggies.
145,6331101142189708101,Isabelle Barthel,1/9/2025,497916.2,Fresh walnut halves for baking or snacking.
146,30164146582380,Peadar Ballard,5/18/2024,313050.88,"A zesty salsa made with peaches and mangos, great for chips."
147,201783721877122,Jenni Brandon,12/22/2024,516724.72,"Fresh and zesty salsa, perfect for nachos."
148,4903655924373500,Donovan Retallick,9/12/2024,566540.13,"Wild-caught salmon filets, perfect for grilling or baking."
149,5610760832172449,Ben Inder,4/6/2025,384644.86,"Quick-cooking couscous, great as a side or base."
150,3533442255007878,Lorilee Gooders,1/13/2025,795965.71,Handy belt for carrying garden tools while working.
151,4913102131659932,Dave Crossdale,10/8/2024,353847.39,"Thin, flat pasta perfect for various sauces."
152,4175009289968028,Rhody McBay,1/20/2025,673200.43,Ergonomic wireless mouse with adjustable DPI.
153,67096541497445830,Lancelot Mobius,5/24/2024,574617.06,Creamy chickpea dip blended with tahini and garlic.
154,3533764896208015,Dalis Lake,5/8/2025,34956.97,"A mix of carrots, peas, and corn, easy to stir-fry."
155,3566618825520637,Jean Caney,3/30/2025,802058.26,Comfortable and reusable face masks in different styles.
156,3577209243346651,Brendan Mully,9/21/2024,346345.79,Space-saving rack to store and organize spices conveniently.
157,30549586862054,Jefferson Alty,5/15/2024,304472.12,Crispy dill pickles that are perfect for snacking or sandwiches.
158,5290542342042610,Mallory Dunsmuir,7/11/2024,964479.2,Salty pretzels filled with creamy peanut butter.
159,6767101334350632369,Lorri McOnie,3/12/2025,474192.39,Shower head designed for a strong spray and complete coverage.
160,3537024960996615,Candice Pyzer,9/20/2024,494929.91,Moist brownie topped with sea salt and caramel drizzle.
161,67594845915356173,Ardenia Escalero,7/25/2024,64324.51,Everything you need to make melt-in-your-mouth cinnamon rolls at home.
162,6706216961200814902,Carmine Tolotti,12/20/2024,203149.53,Creamy mayonnaise made with avocado oil for a healthier twist.
163,676273074413632201,Sibylle Starcks,2/16/2025,665351.72,"A fresh, flavorful basil pesto for pasta and more"
164,3537357074448523,Veronike Purvey,3/27/2025,297484.72,Portable folding table for outdoor events.
165,5038322988905058,Charlene Bouzan,2/4/2025,282025.9,Everything you need for a fresh and delicious Caesar salad.
166,3575430703773786,Konrad Roubert,8/1/2024,360663.91,Complete grooming kit for dogs and cats.
167,3537555465967098,Felecia Pitson,2/13/2025,71076.62,Waterproof picnic blanket for outdoor fun.
168,3537254754869674,Phebe Haggith,9/26/2024,244283.23,A mix of frozen roasted vegetables for an easy side dish.
169,3552199443562455,Pat Jancic,7/5/2024,860090.11,"A stylish midi dress with stylish pleats, suitable for any occasion."
170,201738443829694,Rowan Gillani,12/15/2024,359397.23,Everything you need to make delicious spicy tuna rolls at home.
171,3569936915608840,Britt Kinneally,11/27/2024,724162.75,"Chilled noodles dressed in sesame sauce, ready to eat."
172,3552063506692759,Cointon Banaszczyk,3/2/2025,112637.69,Eco-friendly soy candles with a variety of scents.
173,6759980684265906,Valery Cogger,8/28/2024,902497.74,"Trendy high-low tee with a relaxed fit, ideal for weekends."
174,201800897600425,Karel Stendall,6/21/2024,117834.62,"Sweet and gooey cinnamon rolls, ready to bake."
175,3537898227659565,Mikaela O'Shaughnessy,11/1/2024,16805.33,Durable non-stick frying pan for easy cooking and cleaning.
176,5020976799443185,Kizzee Sharkey,7/8/2024,417098.5,"Sustainable tank top made of bamboo cotton, offering breathability and comfort."
177,201852297010762,Alexio Ainsbury,12/1/2024,202028.34,Refreshing sparkling water with lemon and lime flavor
178,3561995306563236,Gabie Sonier,3/25/2025,425047.98,UV-blocking clothing for outdoor activities.
179,3558942227859967,Tim Farthing,9/28/2024,106429.26,Healthy pasta alternative made from chickpeas
180,5641826551595502774,Mikaela Marquiss,8/20/2024,306928.28,Spreadable cream cheese blended with garlic and herbs.
181,3554215625375074,Hermina Durgan,5/8/2025,353929.48,Savory sardines packed in olive oil.
182,3557595491656849,Livia Jakubovsky,9/6/2024,570281.02,Versatile multi-cooker for pressure cooking and slow cooking.
183,3580288289411798,Bernie Stollsteiner,9/10/2024,31185.78,"Spiralized zucchini, a healthy alternative to pasta."
184,56022460044140509,Stefan Alger,8/28/2024,861600.94,Crunchy pretzels dipped in rich dark chocolate.
185,4958557321636717,Baillie Tippett,3/4/2025,701700.2,Quick oatmeal with various flavors
186,3578912621547696,Kitty Luter,12/27/2024,232663.95,Spreadable cream cheese with garlic and herbs.
187,3557472955146834,Kitti McNair,4/28/2025,139322.11,"Creamy mashed sweet potatoes, ready to heat and serve."
188,3565490434269233,Rosabelle Clayborn,7/4/2024,679932.5,Fun and colorful wall decals for children's rooms.
189,30350757444701,Parry Haglington,4/19/2025,638606.96,Cordless electric knife for effortless slicing.
190,3528618343702722,Minnnie Dosdale,1/31/2025,384928.49,Foldable table for working with laptops anywhere.
191,6333629806162849,Stanislaw Loachhead,1/2/2025,146226.55,"Continuous stream of fresh water for pets, promoting hydration."
192,5007667355107234,Sigismund Addey,3/9/2025,972960.45,"A hearty soup made with lentils, a variety of vegetables, and spices, ideal for a nutritious meal."
193,3563304222886219,Sheree Canning,11/3/2024,319277.28,Ergonomic monitor stand for improved workspace organization.
194,3569660766075020,Issy Liddington,4/1/2025,102551.05,Tablet for digital drawing and illustration work.
195,67591927903282547,Cornela Fay,9/3/2024,94924.36,"Healthy fruit snacks, made with real fruit."
196,3568145270119127,Maurise Cawthery,12/24/2024,38259.22,"Smoothie mix combining peanut butter and banana, great for a quick breakfast."
197,4175009499517847,Cthrine Vinnick,12/10/2024,654879.57,Timeless analog watch with a leather strap.
198,5018171317921571020,Ranee Ochterlonie,3/17/2025,333892.48,Flavored aioli made with roasted garlic
199,3576897659634916,Gayle Libbis,7/26/2024,661693.18,Sleek wireless charging pad for smartphones.
200,5100135363201171,Putnem Osband,1/13/2025,557243.18,Breathable polo shirt designed for both style and comfort on the greens.
201,5590729685675638,Rodrigo Thomsen,10/23/2024,384848.59,Comfortable hiking boots for outdoor adventures.
202,201993478569273,Cathee Gidney,9/18/2024,168632.19,Crunchy granola with chocolate and hazelnuts for breakfast.
203,3579130546294463,Gasparo Spellissy,4/30/2025,855189.98,"Smart tailored dress pants, perfect for work or formal events."
204,3571285271984692,Wilek Charrier,10/18/2024,709962.91,Supportive pillow designed for a good night's sleep.
205,3545768811399458,Lesley Moulds,2/28/2025,246231.22,Crispy roasted chickpeas seasoned to perfection
206,4175003351393272,Elmore Vern,4/10/2025,954473.81,"Creamy, sweet pie mix to make the perfect coconut cream pie."
207,30361666182324,Kari Pieter,1/1/2025,6154.03,"Tangy goat cheese infused with herbs, perfect for snacking."
208,3578810822619209,Cchaddie Sandeland,1/14/2025,317256.57,"Crunchy granola with chocolate and coconut, great for breakfast or snacks."
209,36471980756572,Zora Vayro,5/7/2025,93955.72,Control appliances remotely using your smartphone.
210,3549657020116843,Base Bentote,3/11/2025,524792.05,All-in-one art set for kids to unleash creativity.
211,3560027875196411,Luke Whimper,4/26/2025,908310.41,Oversized gaming mousepad with smooth surface.
212,36152968774627,Pauly Grimston,7/13/2024,566244.71,Durable high-top leather boots for the stylish adventurer.
213,3575801913042685,Sharia Brockhurst,11/6/2024,526396.59,"Gluten-free flour made from ground chickpeas, great for cooking."
214,677161647869182285,Saleem Templar,11/9/2024,239285.93,Rechargeable LED camping lantern for outdoor use.
215,5602214837436490,Jaime Cridlin,5/2/2025,553358.24,A cozy long cardigan designed for layering in any season.
216,3542711486423347,Vally Georgel,1/23/2025,355130.82,Variety pack of craft supplies for kids' projects.
217,3588780563963728,Sacha Dumbarton,7/21/2024,236551.5,Chocolate-covered candy bars with coconut and almonds.
218,3569920554437927,Kellie Blomefield,11/5/2024,552177.89,Just add water for delicious brownies.
219,5100134636547015,Dolly Nortcliffe,12/21/2024,385397.95,Stream music from your device to any speaker wirelessly.
220,3566869544931239,Brandi Blackadder,4/17/2025,619272.42,Spreadable cream cheese with garlic and herbs.
221,3531167338443756,Gawain Grieves,3/14/2025,212596.85,Flexible tray for easy-release ice cubes.
222,3536074262778758,Joshuah Bartholomaus,2/11/2025,229370.66,Space-efficient shoe rack to keep entryways organized.
223,633468165012352997,Willow Darracott,4/3/2025,545588.59,"A mix of wild rice with herbs and spices, ready to serve."
224,30483155617113,Antonino Brill,1/17/2025,805083.14,"A hearty salad with grains, dried fruits, and nuts."
225,4405746868582801,Dyna Standon,2/22/2025,194932.07,"Crunchy pretzels coated in rich chocolate, a sweet treat."
226,3561606878555068,Allix Anthoine,8/4/2024,582222.9,Versatile canvas sneakers suitable for everyday wear with a comfortable fit.
227,3564431232791961,Lorry Bohills,1/16/2025,37405.94,"Large, durable tote bag for shopping and outdoor activities."
228,5100147951901393,Marshall Yeo,10/17/2024,161929.69,A flavorful sauce made with coconut milk and spices.
229,5602222937314632,Callida Prestige,12/8/2024,510402.22,Quote wall art to inspire and motivate.
230,3537441802159774,Doro Thornham,6/13/2024,524734.15,Fun inflatable float for lounging in the pool or beach.
231,67091002942441648,Hurley Ballinger,2/4/2025,68064.52,Digital scale for precise cooking measurements.
232,5470566513658088,Anita Reith,3/8/2025,967009.97,Soft and breathable pillowcase for body pillows.
233,3563281100620391,Phyllis Radish,8/31/2024,133788.77,"Wild-caught tuna in olive oil, perfect for salads."
234,374288290988269,Bennie Adamoli,12/31/2024,656542.65,Soft foam blocks perfect for building and imaginative play.
235,5602226104130937,Ginelle Matthaus,2/16/2025,633961.62,"A blend of nuts, seeds, and dried fruits for snacking."
236,6334588397477399494,Alberta Keatley,11/16/2024,308113.36,"Synthetic crab meat sticks, great for salads and sushi."
237,4936667936705435451,Pat Choffin,5/29/2024,134160.2,"Rich tart filled with chocolate and raspberry, a gourmet dessert."
238,4041590788280157,Yankee Sebley,6/23/2024,2979.98,Marinated chicken grilled with lemon and herbs.
239,5602249892975073,Rafaela Edlestone,3/16/2025,342630.95,Classic leather photo album for keepsakes.
240,3557460731153216,Guillemette Pickavance,10/13/2024,143632.69,"Rich and creamy ice cream, available in various flavors."
241,345585334681750,Kerri Yacobsohn,4/4/2025,643255.14,Stay hydrated with refreshing flavored water.
242,560225645241891377,Forster Keoghan,12/10/2024,769675.31,Essential oil blends for a soothing atmosphere in your home.
243,3588893465892844,Ethelbert Dufton,11/3/2024,48391.3,"Freshly baked artisan bread, perfect for sandwiches or toasting."
244,56022515398677354,Pattie Matzl,6/23/2024,16983.72,Twisted pasta perfect for salads and pasta dishes.
245,378526076149614,Barnie Hourigan,2/1/2025,572518.4,Stylish and modern holder for storing wine bottles on walls.
246,4844240342396912,Sander Masdin,9/2/2024,757369.72,Hand-poured candles made of natural soy wax.
247,5007666454296146,Nowell Warner,7/28/2024,696128.71,Durable 50-foot garden hose with nozzle.
248,348064236800337,Celene Robberts,6/9/2024,187521.79,Gluten-free bread mix made with almond flour.
249,5007667778275279,Grissel Boorn,9/22/2024,809535.05,Reusable microfiber cloths for environmentally friendly cleaning.
250,3546485870491873,Conni Spinige,9/3/2024,743622.43,Electric rice cooker with multiple cooking settings for perfect rice.
251,3530301267718265,Arther Grcic,12/15/2024,92661.25,Stylish case with magnetic closure for smartphones.
252,3572659528692382,Rosie Bedingfield,4/2/2025,435739.43,Laundry bags perfect for delicates and organizing clothes.
253,3581380785781102,Ardath Gianolo,2/27/2025,754292.43,"Creamy yogurt made from coconut milk, dairy-free and delicious."
254,3570559310154298,Mordecai Farrey,8/18/2024,832621.46,Stylish markers for labeling your indoor garden plants.
255,3585100337045772,Tiebout Speare,5/25/2024,998174.19,Compact scooper for easy waste clean-up during walks.
256,3568815532025763,Isis Moores,12/8/2024,51129.78,Sweet and tangy raspberry lime beverage
257,3570016810335927,Brittney Worswick,4/4/2025,567215.59,Automatic watering devices for potted plants.
258,3573359385699880,Wilie Thornton,10/12/2024,239083.94,Tablet for digital drawing and illustration work.
259,5108758944562654,Joeann Bottelstone,7/26/2024,19575.36,Stylish tote to keep wine bottles chilled while traveling.
260,5433702008682699,Darya Akitt,5/26/2024,361105.51,Plant-based mix for a rich chocolate cake.
261,3585830609728651,Yoko Press,7/4/2024,700417.38,Foldable chair equipped with a cooler pouch.
262,201538414416061,Linea Loncaster,10/21/2024,378248.76,Compact waffle maker for perfect small waffles.
263,5525580740636218,Katharine Schule,8/14/2024,261158.7,"A delicious salad with quinoa, nuts, and cranberries."
264,5602246525458535,Drusy Fernan,2/9/2025,972708.15,A rich coconut curry sauce perfect for simmering vegetables or meats.
265,5100134708316323,Ellis Gut,9/10/2024,349060.38,"Customizable RGB LED light strip, perfect for mood lighting."
266,341479069610206,Damita Outram,6/19/2024,709930.47,"Fresh pomegranate juice, rich in antioxidants."
