id,nomor_rekening,nama_lengkap,tanggal_transaksi,jumlah_kredit,keterangan
162,67630234824669347,Calida Izon,7/29/2024,452612.48,Soft and cozy bathrobe perfect for relaxing at home.
163,06047576534595005,Avrom Vernau,1/23/2025,328578.8,Marinated grilled chicken breasts seasoned with garlic and herbs.
164,4041370089146724,Rhonda Wadge,8/9/2024,834757.25,"Lightly salted frozen edamame, a protein-packed snack."
165,201775793404074,Zackariah Petruska,1/19/2025,773681.06,A blend of peach and mango for a tropical smoothie.
166,5048376731819501,Kelci Rowledge,5/15/2024,754155.6,Trendy high-top canvas sneakers for a stylish streetwear look.
167,5602214352291250806,Frannie Konrad,9/3/2024,912980.32,Lightweight fishing rod suitable for beginners.
168,372301460571849,Lindon Westnedge,9/4/2024,25969.95,Pancake mix infused with seasonal pumpkin spice flavor.
169,50380912945851567,Niven Robertet,7/11/2024,986558.15,Fun robot that engages kids with games and activities.
170,3554912121356158,Kurtis Cornely,5/18/2024,328001.23,Simple tool to train your pet with positive reinforcement.
171,3530225245549502,Iris Tooting,10/29/2024,542999.66,"A blend of nuts, seeds, and dried fruits for snacking."
172,3585748142899617,Devland Dunniom,6/20/2024,57718.47,Set of breathable bags for organizing shoes while traveling.
173,675907762585617044,Eliot Maciak,9/6/2024,249931.75,Lightweight hammock with a sturdy stand for relaxation anywhere.
174,3559418420173448,Barbe Mervyn,5/25/2024,856436.94,Delicious dark chocolate with creamy nut butter inside.
175,3583144376152984,Conan Strand,2/11/2025,896344.42,Spicy buffalo sauce ideal for wings or dipping.
176,3539659684273425,Clayson Ilchenko,5/21/2024,220273.02,Spicy and tangy chili sauce for adding heat to any dish.
177,4041372979682,Sabina Cowell,7/17/2024,863675.23,Non-stick and reusable mats for easy baking.
178,371715801784467,Alisun Dockrey,12/30/2024,743933.48,Flavorful dressing made with miso paste
179,5415749332589225,Brod Scanlan,1/27/2025,839410.0,Jump rope that counts your jumps for tracking workouts.
180,3543385085291923,Chrissy Tiner,10/23/2024,908044.63,Complete set for mixing cocktails at home.
181,3552069164478837,Barthel Relf,3/21/2025,88576.19,Eco-friendly charger that uses solar energy for powering devices.
182,3530131858454222,Alaster Prando,2/25/2025,373274.08,"Blend of cheddar and mozzarella cheese, great for recipes."
183,6761868672588915072,Ronny Glazebrook,11/14/2024,264488.71,Reusable silicone mats for non-stick baking.
184,4041596491555,Rosaleen Alenshev,7/13/2024,493067.56,Wax warmer for creating a soothing atmosphere with fragrances.
185,5302566628476784,Christos Pettiford,1/9/2025,208238.6,Unsweetened coconut flakes for baking and snacking.
186,3563532689584725,Bobette Grunnell,6/29/2024,509282.32,Delicious recipes focusing on plant-based ingredients.
187,3560756988310895,Liuka Toogood,12/14/2024,814005.27,"Soft and fresh sliced bread, perfect for sandwiches."
188,3537659997222905,Slade Venners,11/22/2024,157091.9,"Tender jackfruit cooked in BBQ sauce, a delicious plant-based alternative."
189,6759003205274029559,Brew Bartoletti,4/29/2025,148861.62,Bell peppers stuffed with rice and vegetables
190,6331101952621447815,Gaelan Hammerson,8/19/2024,572338.39,"Rich chocolate cups filled with almond butter, a delicious treat."
191,4017955268772264,Dylan Aubin,1/26/2025,152903.65,Fresh cabbage and carrot slaw mix for salads.
192,5108753500098193,Georgia Lante,8/7/2024,497623.55,"Frozen salmon fillets marinated in teriyaki sauce, ready to grill or bake."
193,56022173149754088,Abran MacNalley,11/2/2024,614642.93,Fun and educational puzzle set for kids.
194,3533924083965427,Patton Castilla,5/6/2025,31323.31,Refreshing sparkling water with cucumber and lime flavor.
195,5048370076145879,Isabella Maydway,2/28/2025,966631.53,Crunchy pretzel bites filled with peanut butter
196,4903529117709117829,Amy Lemin,3/27/2025,12561.23,Complete crafting kit for kids and adults.
197,3530222118530081,Freddie Winridge,3/17/2025,186067.17,Stylish case with magnetic closure for smartphones.
198,3550475552859896,Blanche Whatling,10/30/2024,403915.21,Complete meal kit with everything needed to make beef stroganoff in under 30 minutes.
199,201643547278105,Candi Woodnutt,1/27/2025,867385.65,Creamy yogurt blended with fresh pineapple and coconut pieces.
200,56101088762145121,Benny Roistone,4/17/2025,675464.88,"Crunchy pretzels coated in rich chocolate, a sweet treat."
201,5100132360220312,Hulda Angrave,8/7/2024,241258.0,Sweet and tangy mango chutney for a flavorful dip.
202,5020913951032290,Bastien Gebby,5/21/2024,624623.62,Refreshing sparkling water with lemon and lime flavor
203,30580091136700,Donelle Rimer,7/25/2024,316170.72,Set of five reusable fabric face masks.
204,67628232360449870,Lorilyn Quinevan,8/6/2024,787557.14,Heavy-duty grill pan for indoor grilling.
205,3551498921866615,Adelind Winear,12/17/2024,527897.17,Assorted herbal tea bags for relaxation and wellness.
206,3571608744920110,Cinnamon Gallimore,2/8/2025,931887.72,Easy-to-install lights to brighten kitchen cabinets and workspaces.
207,36132015003691,Anet Ross,3/31/2025,150787.47,Compact and portable projector for watching videos anywhere.
208,4081752702347428,Madalena Ghidetti,2/9/2025,419071.27,Electric foot massager with heat settings.
209,4017953869353469,Weider Toffler,10/5/2024,340670.58,"Rich dark chocolate bars, perfect for a sweet treat."
210,30504925095056,Gwyn Tuting,4/24/2025,232757.94,"Synthetic crab meat sticks, great for salads and sushi."
211,3528895591934963,Yvette Agglio,9/7/2024,727052.28,Set of resistance bands for home workouts.
212,3564075963854421,Ashbey Di Iorio,12/24/2024,399087.85,"Creamy risotto made with mushrooms and herbs, perfect as a side dish or main course."
213,371564946032519,Niles Tackell,2/20/2025,254851.32,Genuine leather wallet with multiple compartments.
214,3565786891149416,Mickie Lindfors,12/19/2024,156580.68,A mix of frozen berries for smoothies or desserts
215,3544359686270528,Valentijn Oldroyde,10/14/2024,373932.97,"Sweet and salty kettle corn, perfect for snacking."
216,3535610245008770,Berton Ashforth,1/14/2025,168658.26,Creamy and crumbly cheese for salads and dishes.
217,337941909226044,Domeniga Luxton,12/3/2024,624845.79,"A nutrient-packed salad mix with kale, quinoa, and a lemon vinaigrette, ready to eat."
218,3558014548389635,Denny Candelin,6/16/2024,430935.35,Advanced electric toothbrush for effective cleaning.
219,374283283380897,Ronnie Ivanov,10/12/2024,820004.27,Add a smoky flavor to your dishes.
220,0604310659463221,Jessamine Stitwell,8/3/2024,966694.04,High-intensity flashlight with adjustable focus and brightness.
221,676128670002729311,Rochelle Rosewall,8/28/2024,684494.68,Quick and easy rice pilaf mix for side dishes.
222,6334227497065459895,Christin Chettle,9/14/2024,960264.55,"A comfortable henley shirt made of soft cotton, perfect for casual outings."
223,349643312556118,Ravi Squibb,5/16/2024,708030.61,"A refreshing drink mix that combines sweet raspberries and tart lemons, perfect for summer."
224,3556274753406993,Nan Graybeal,6/20/2024,193785.17,Classic leather photo album for keepsakes.
225,3583923010003624,Emeline Dally,8/21/2024,694898.39,Savory quiche loaded with spinach and cheese.
226,5602259218229956,Valentine Crilley,6/29/2024,520820.48,"Mix for homemade cornbread, just add water and bake for a delicious side."
227,3533329740017234,Adelina Frentz,10/9/2024,871182.82,Complete fondue set for chocolate and cheese parties.
228,36299183601547,Bran Fretson,3/23/2025,772843.17,Pure maple syrup for pancakes and more.
229,3552923116201335,Brig Malyan,8/22/2024,509903.6,Multi-function rice cooker for all types of rice recipes.
230,6334872302169640,Kamila Cantos,2/25/2025,241566.67,"Crispy sweet potato fries, a delicious side dish."
231,501829023578093831,Koralle Thandi,4/24/2025,345633.56,Comfy pet bed with washable cover for easy cleaning.
232,30285335502200,Jsandye Kirkham,4/21/2025,207565.15,Complete set for mixing cocktails at home.
233,676391212413858650,Ahmed Oldcroft,3/15/2025,919392.42,Powerful blender for smoothies and soups.
234,3545273304012130,Wallis Segar,7/6/2024,631381.39,A delicious tart filled with fresh raspberry filling.
235,201772767925929,Ave Beany,4/18/2025,959034.99,Fun and educational puzzle set for kids.
236,30151369802801,Ceciley Anthoney,7/6/2024,520892.39,A bright and zesty dressing perfect for salads and tacos.
237,6396934554366863,Analiese Ferebee,11/26/2024,958291.62,Comfortable slide sandals for lounging by the pool.
238,5602243597885315,Cooper Arniz,10/14/2024,209473.61,Premium potting soil for indoor plants.
239,3528105927230080,Arlen Hayle,4/4/2025,976125.32,Soft glow night light for children's rooms or bedside.
240,3566551940622576,Anselma Coppins,5/20/2024,280009.59,Smooth and creamy smoothie made with peanut butter and banana.
241,4913272455728348,Erma Boyles,10/13/2024,383537.21,A rich pesto made with sun-dried tomatoes and pine nuts.
242,6388468575323116,Taber Chattaway,4/3/2025,777367.85,"Skillet that can fry, grill, and sauté with ease."
243,633433119091936305,Skippie Paddefield,2/20/2025,776759.66,Cozy throw blanket perfect for adding warmth to your home.
244,3544614687334693,North Antunes,1/12/2025,714009.31,Relaxing paint kit with pre-printed canvas for painting.
245,374288714237053,Jobina Husset,1/30/2025,51588.57,Classic leather photo album for keepsakes.
246,3537473349868070,Pennie Casale,10/28/2024,886964.64,Creamy chickpea dip infused with zesty garlic flavor.
247,670671611553574841,Lou Blanshard,9/6/2024,687571.38,UV sanitizer that kills germs on your smartphone.
248,6759210475157793,Alida Ferrers,7/28/2024,215668.3,"Light and crispy chips made from quinoa, ideal for dipping."
249,3552461073675191,Mordecai Girardey,6/21/2024,683297.04,Creamy macaroni and cheese baked to perfection.
250,3548072825461967,Doti Jahndel,3/3/2025,616989.57,Leak-proof bottles for travel-sized toiletries.
251,3538685061531557,Lori Tothe,6/19/2024,433245.15,A flavorful sauce for stir-frying vegetables and meats.
252,5007668779948260,Vickie Cobley,11/22/2024,563799.45,Heavy-duty rake with adjustable width for different gardening needs.
253,5641827307101311,Francene London,6/6/2024,80326.69,Rotating spice rack with 20 spice jars.
254,5513217521373794,Veronica Goldby,1/2/2025,94670.82,Polarized sunglasses with UV protection.
255,5252104042140016,Jared Chippindall,5/30/2024,681165.82,"Expandable caddy for holding books, phones, and snacks while in the bath."
256,3582319284021494,Merilee Midghall,5/4/2025,148113.01,Prepped vegetables and sauces for a quick Asian stir-fry meal.
257,30358449398417,Scarface Hayfield,11/1/2024,328562.85,An elegant jumpsuit that can be dressed up or down.
258,63042703876120962,Emmott Pow,3/24/2025,995523.23,"Wide range of flavored wings, perfect for parties or casual snacking."
259,5602240741037948749,Lazarus MacGiolla Pheadair,6/18/2024,706165.24,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor."
260,67617856920751962,Min Stirrup,3/24/2025,802090.81,"Durable, unbreakable wine glasses for outdoor use."
261,3555540372882553,Maurits Ridd,10/23/2024,734646.77,A flowy maxi dress perfect for both casual and semi-formal occasions.
262,6759036064698115,Jessie Fulstow,7/20/2024,69314.94,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor."
263,3538117019357604,Ronica Burnhard,1/11/2025,939975.68,Set of magnetic jars for convenient spice organization.
264,374288533145909,Clementius Cliss,8/23/2024,2000.14,Savory sauce for vegetable and meat stir-fries.
265,3573405142352659,Marylou Foakes,4/16/2025,736678.43,Soft and cozy bathrobe perfect for relaxing at home.
266,5641829805890234914,Ivett Aitken,11/30/2024,421278.6,Complete sculpting tools for artists.
