id,nomor_rekening,nama_lengkap,tanggal_transaksi,jumlah_kredit,keterangan
60,201896850050780,Anallise Mariolle,12/24/2024,557706.04,Compact electric pot for hot pot dining at home.
61,501820174437076647,Elia Van Waadenburg,2/7/2025,500599.9,Complete karaoke system with microphones and speakers.
62,3581439209678136,Dov Stoke,6/18/2024,666047.22,"Smart tailored dress pants, perfect for work or formal events."
63,201410580559092,Xymenes Shoulder,2/4/2025,484934.42,Personal massager for muscle recovery.
64,3570018518448747,Bathsheba Dimmick,6/11/2024,270661.68,Reusable straws that come with a cleaning brush.
65,5171597543817578,Andras Asee,3/3/2025,865423.67,Creamy ice cream with refreshing mint flavor and chocolate chips.
66,3573240512092803,Kristofor Wein,1/17/2025,713554.41,Heavy-duty chain lock for securing bicycles.
67,3567079037811588,Jill Pariso,3/7/2025,381167.07,Travel-friendly water bottle for pets on the go.
68,633395359192422237,Gusty Bayliss,6/1/2024,996272.97,"Easy-to-prepare rice with cilantro and lime flavors, great as a side."
69,3551408722547504,Silas Havercroft,10/18/2024,424958.34,Waterproof cover to protect car seats from pet hair and dirt.
70,5610658080767821,Lamar McOnie,7/5/2024,257299.2,Wi-Fi enabled plug for controlling devices from your smartphone.
71,4917076184194979,Cyrill Bickford,7/28/2024,889016.62,Classic cereal made with whole grains and honey.
72,5002353848232153,Lanny Pond-Jones,7/11/2024,220942.69,"Delicate ravioli filled with roasted butternut squash and spices, perfect with a sage butter sauce."
73,3588799225908079,Adrien Spowart,8/24/2024,902398.04,Rechargeable electric wine opener for effortless uncorking.
74,5464827410296887,Mikol Lantiff,5/23/2024,69087.27,"Durable, unbreakable wine glasses for outdoor use."
75,3552001758783793,Selene Ianilli,1/11/2025,49622.25,Organized tackle box for fishing gear.
76,3549517496795449,Elizabeth Povlsen,7/13/2024,601147.19,Light and fluffy popcorn coated in aged white cheddar.
77,5602214872217151,Micheal Gilfether,3/21/2025,542035.46,Smart speaker with Alexa and music streaming features.
78,3563539874596190,Leonid Pearne,9/24/2024,47847.92,"Sweet and gooey cinnamon rolls, ready to bake."
79,56022297174957579,Philippe Divisek,9/13/2024,197804.67,Educational robotics kit for building and programming.
80,4844213233635151,Tucker McMurdo,12/20/2024,879531.52,"Crispy baked falafel balls, perfect for salads"
81,56022482891250686,Caritta Mully,4/3/2025,706892.6,Single-serve coffee maker with a built-in grinder.
82,4175000305943426,Viola Forbes,12/29/2024,984153.97,Illuminated vanity mirror with adjustable brightness settings.
83,5100147549097522,Georgeanne Lambertini,9/27/2024,493678.09,Bright flashlight with rechargeable batteries included.
84,4405676135635423,Devinne Crawshay,3/4/2025,965019.65,DIY kit to make your own lip balms in various flavors.
85,3587701871088884,Chloette Bamsey,3/26/2025,353862.98,"Tangy sour cream, perfect for dips and toppings."
86,5602237113466661489,Fey Littler,2/3/2025,415478.74,Nutritious bars packed with protein for energy
87,5641829050959200,Gualterio Cossentine,7/1/2024,278277.5,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts."
88,67632764588718524,Roshelle Sanders,6/26/2024,120267.75,A hearty vegetable curry for a quick and satisfying meal.
89,5602226976820730,Seka Eley,12/10/2024,607788.34,Savory sausage links with a hint of maple flavor.
90,3587037770437223,Thorin Muckle,9/22/2024,772108.4,Marinated grilled chicken breasts seasoned with garlic and herbs.
91,4917322615888767,Dalton Amaya,3/5/2025,727330.55,Unique coffee brewing method for a flavorful experience.
92,3577081974555010,Caroline Lavigne,6/21/2024,115233.15,Fiery hot sauce made with fresh habaneros and spices.
93,3563056007560324,Elwira Bartomieu,3/3/2025,29924.21,Organize coffee capsules with this stylish dispenser.
94,5100140228061281,Sharleen Faherty,11/23/2024,227423.31,Rechargeable LED camping lantern for outdoor use.
95,3557975674455294,Bennie Verling,1/21/2025,952364.32,Durable and versatile backpack for outdoor and travel use.
96,3553144489584889,Lila Kantor,3/8/2025,649255.17,Set of baking sheets for effortless baking.
97,3546524914678085,Inez Corain,4/23/2025,108400.39,Storage organizer for art supplies and tools.
98,5100145799046751,Alasteir Caldeiro,8/17/2024,466516.06,Healthy snack bars packed with oats and fruit.
99,6759115836102760,Arden Normanvell,1/4/2025,371080.91,Bottle that allows you to infuse your water with fruits.
100,3587569602200551,Carolann Devenport,9/14/2024,400182.96,Nutritious and quick-cooking red lentils.
101,4017953155579,Hayyim Gerdes,2/1/2025,51957.86,Spicy and tangy chili sauce for adding heat to any dish.
102,6761327394384480939,Tadio Olanda,1/23/2025,409947.97,Low-calorie rice cake for snacks.
103,5100175711162766,Nate Freiburger,3/15/2025,615609.7,A healthy mix of assorted dried fruits and nuts for snacking.
104,490597013264406997,Raynard Sandilands,1/23/2025,370429.83,Waterproof picnic blanket for outdoor fun.
105,3567696962279018,Gustav Click,1/13/2025,508636.29,A delicious pizza loaded with vegetables
106,670933526157215316,Prudi Aubin,9/3/2024,372495.0,"Tangy sour cream, perfect for dips and toppings."
107,4917463134687411,Urbano Udden,10/13/2024,51949.38,Durable backpack designed for hiking and outdoor excursions.
108,5185411457324163,Rivkah McNae,6/8/2024,687121.17,Fresh salsa made with pineapple and spices
109,201739343276051,Thomas Northway,12/6/2024,220804.02,Creamy tahini made from ground sesame seeds.
110,30030028105758,Luciano Fotheringham,4/14/2025,87888.55,Everything you need to make melt-in-your-mouth cinnamon rolls at home.
111,3551993774934189,Kenny Manby,8/31/2024,325216.02,"Essential cotton tank top, perfect for layering."
112,5893187816950437860,Mariska Hizir,11/30/2024,230402.13,HEPA air purifier for clean indoor air.
113,3530315786011580,Justen Lyddy,8/28/2024,869693.39,"Savory oatmeal ready to eat, great for breakfast or a snack."
114,345869897709129,Davey Cullivan,10/12/2024,108258.03,Fast and convenient air pump for inflating toys and furniture.
115,3545924992875481,Averill Hoston,7/14/2024,488369.06,Eco-friendly mesh bags for shopping produce at the market.
116,3566667642038240,Aarika Stockney,7/13/2024,909534.83,Battery-operated blender for smoothies on the go.
117,5610499876307426108,Federico Renish,12/23/2024,288352.41,Multi-angle stand for easy viewing of devices.
118,5610253332868625,Constantina Bryett,3/17/2025,138718.15,Easy mix for making spicy beef tacos.
119,3538098386248867,Hope Prandini,1/25/2025,642142.82,Classic wooden train set for imaginative play.
120,36274159922268,Fanchon Bellocht,9/20/2024,954974.57,"Creamy and delicious soup made with real butternut squash, ready to heat."
121,5338592364989218,Woodie Seago,1/15/2025,149418.62,Creamy vegan mac and cheese made with cashew cheese.
122,3581073335573729,Clayborn Grinishin,12/29/2024,547303.46,Vegetable spiralizer for healthy meals.
123,3569368526211881,Derrick Eloy,12/1/2024,134828.08,Classic wooden building blocks for toddlers.
124,344250086515752,Marjie Corrigan,6/14/2024,136125.65,Supportive yoga wheel for deep stretching and balance.
125,3537596815903656,Halley Navein,7/15/2024,209869.76,Delicious cookies made with almond flour for a gluten-free treat.
126,6763876765151623580,Reinhold Delle,11/15/2024,488826.92,Stainless steel travel mug with spill-proof lid.
127,5211231651250693,Aurelia Glabach,12/14/2024,217678.59,"A whole free-range chicken, ready for roasting."
128,3547465142886877,Fabian Salmoni,9/19/2024,77682.59,Comfortable wireless headphones designed for sleeping.
129,6706852384066025894,Nicola Hawket,4/8/2025,434671.76,High-quality olive oil infused with fresh lemon zest.
130,3547034056054201,Marven Brockie,12/4/2024,494780.28,Rich and buttery mashed potatoes with roasted garlic.
131,5020573757801742847,Belita Taberner,6/22/2024,163156.92,"Fruits dipped in rich chocolate, perfect for desserts."
132,3541845721526679,Mallissa Ceely,12/7/2024,856862.42,Simple tool to train your pet with positive reinforcement.
133,30585909030193,Daron Bardnam,9/12/2024,434869.37,Crunchy granola full of peanut butter flavor and oats.
134,201456962956067,Worth Fownes,8/1/2024,963320.16,"Crunchy cacao nibs, great for adding to smoothies or baking."
135,6304433991245054,Carney Thorington,8/12/2024,112061.14,Durable and spacious backpack for travel and school.
136,6304781675118618028,Wally Swetenham,9/8/2024,832073.89,Rechargeable lantern with multiple brightness settings for outdoors.
137,3584339322103557,Fairfax Matterdace,11/1/2024,377776.89,A flavorful pasta sauce made with roasted garlic.
138,3534520126248463,Marna Enriques,5/19/2024,604712.84,Grilled chicken skewers glazed with teriyaki sauce.
139,676317481752060274,Dalli Toffts,3/12/2025,704011.58,"Healthy fruit snacks, made with real fruit."
140,30134548290692,Esma Fealy,11/19/2024,552040.23,Unsweetened coconut flakes for baking and topping.
141,3564361448298206,Karry Leadbitter,7/9/2024,436276.4,Automatic churner for making butter at home.
142,5602244527846294,Vale Scanderet,7/18/2024,771709.0,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.
143,3586582456820557,Jackelyn Aveson,2/24/2025,549565.01,Practical organizer for keeping your home tidy and clutter-free.
144,3562161383162769,Tanney Ingyon,1/13/2025,42897.49,A sweet and spicy glaze that's perfect for grilling or marinades.
145,3570768524590862,Leonanie Dellenty,11/25/2024,251987.46,A delicious sauce perfect for stir-frying or glazing meats.
146,5100146737300433,Derby France,7/5/2024,566270.09,Bluetooth scale that tracks body composition through an app.
147,4911557380858802,Reed Tindley,3/20/2025,595283.31,Natural air purifiers to absorb odors and moisture.
148,3538739714552229,Marthe Karchowski,8/6/2024,609261.03,Beautiful wall calendar for organizing your schedule.
149,3533392874195713,Nata Cleland,8/15/2024,700993.83,Hand-poured candles made of natural soy wax.
150,3569092753139835,Josselyn Brounfield,12/11/2024,454631.58,Qi-certified wireless charger for fast charging.
151,6761234922755609298,Meggy Soanes,1/9/2025,282806.61,Compact Bluetooth speaker with rich sound quality.
152,3555053798183655,Denys Dearsley,11/28/2024,625811.72,Bottle that allows you to infuse your water with fruits.
153,201932116289472,Moira Dunford,1/29/2025,376569.44,"All-in-one mix for easy homemade cheeseburgers, just add ground beef."
154,4405337269844576,Arel Ardron,7/5/2024,63693.72,Stylish bookends to keep books organized on shelves.
155,4405715314144888,Konstantine Finey,10/20/2024,81926.19,"Ready-to-eat salad with kale, lemon, and cheese."
156,5292427089157896,Renard Allsop,4/4/2025,358747.86,Silicone tea infuser for brewing loose leaf tea.
157,3559066093380277,Ax Bibb,2/28/2025,691610.16,Stainless steel travel mug that keeps drinks hot or cold.
158,56022578059623331,Malinda Delves,9/2/2024,846369.28,"Frozen onion rings, crispy and ready to bake."
159,3580533115470140,Valeria Chowne,6/27/2024,130032.14,"Roasted pistachios, a healthy and tasty snack."
160,3561304913008679,Mimi Shulem,12/31/2024,315180.8,Salted sunflower seeds perfect for snacking.
161,30459310863255,Morgan Fiddian,4/10/2025,987504.69,Make delightful blueberry muffins at home with this easy mix.
162,3589394676478589,Rog Cornhill,2/15/2025,634820.91,Training tool for reinforcing commands and behavior in dogs.
163,4844686606529954,Anjela Fleury,3/5/2025,287054.07,"Thin and crispy flatbreads, perfect for dips."
164,670688967107576059,Madalyn Saice,2/16/2025,556902.04,Automatic churner for making butter at home.
165,201609662202477,Kynthia Neljes,6/21/2024,618283.42,"Frozen onion rings, crispy and ready to bake."
166,3589877876857446,Amandy Dybbe,5/31/2024,986269.12,"Rich cream extracted from coconut milk, ideal for desserts."
167,3575234030898351,Lilith Landman,4/24/2025,299293.08,Rich cocoa powder for baking and chocolate recipes.
168,4508866630231531,Rock Karolewski,7/8/2024,939852.66,Handy belt for carrying garden tools while working.
169,5038971135269238,Avictor Hasney,2/3/2025,318651.77,Stylish case with magnetic closure for smartphones.
170,5002355162157130,Corissa Coverley,4/7/2025,937543.67,Convenient carrier for transporting yoga mat.
171,5602255657845786075,Sidoney Wycherley,9/11/2024,953505.61,Crunchy granola with maple flavor and almond pieces for breakfast.
172,3530153320751472,Teresa Fetherston,4/16/2025,851399.69,Boosts your Wi-Fi coverage for better connectivity.
173,6387932025746870,Melitta Worthing,5/21/2024,566366.25,Precision cooker for perfect sous vide cooking.
174,6334396217386104789,Walker Filipyev,9/1/2024,991653.87,Compact pocket tool with various built-in functions.
175,5602226947602308,Rutter Geeritz,1/19/2025,900690.69,7-in-1 multi-cooker for versatile cooking.
176,3566952102381391,Brocky Gorick,10/15/2024,599709.8,Energy-efficient lights to illuminate outdoor areas.
177,3583105324382338,Bonny Sibthorpe,7/16/2024,405618.61,A classic white button-up shirt for a polished appearance.
178,3544976879859807,Jacquie Picker,4/25/2025,335616.67,Therapeutic weighted blanket for better sleep.
179,3548651792045547,Bessy Dugdale,9/30/2024,327771.52,Small fridge designed to keep skincare products cool and fresh.
180,36828924644281,Halette McVeagh,12/2/2024,621283.92,Eco-friendly trash bags that break down naturally.
181,3547786877818284,Carla Cresswell,7/8/2024,704153.24,Frozen vegan tacos filled with plant-based protein and spices.
182,3535006903809791,Helen-elizabeth Dinneges,11/16/2024,407969.23,"A refreshing drink mix that combines sweet raspberries and tart lemons, perfect for summer."
183,3569008969445642,Hart Stowgill,2/27/2025,72559.8,"Fine semolina flour, perfect for pasta and desserts."
184,6331101145335987628,Cord Corten,6/13/2024,541903.78,A flavorful barbecue sauce with a sweet and spicy kick.
185,3576720285433000,Celestyn Linnard,9/24/2024,228934.09,Eco-friendly meal prep containers for healthy eating.
186,3563374086882018,Sileas Armitt,2/20/2025,510134.0,Easy meal kit for creamy fettuccine Alfredo.
187,6333739391376534004,Hildagarde Grave,8/6/2024,960934.4,Insulated pitcher to keep beverages cold or hot.
188,201561409299052,Huntlee Melpuss,11/20/2024,936972.08,Eco-friendly generator for outdoor adventures.
189,6762505204771359,Prue Donaghy,11/19/2024,527141.05,Golden crispy chicken tenders coated with honey mustard flavor.
190,5412290750407809,Everard Haggis,9/9/2024,186086.33,Everything you need to make melt-in-your-mouth cinnamon rolls at home.
191,4026225083538475,Maurene Letch,8/27/2024,286426.41,Stylish bar stools with adjustable height and swivel features.
192,3531134464042349,Angelico Copner,10/13/2024,150510.26,"Tender riblets coated in a honey barbecue glaze, perfect for grilling or baking."
193,3586364650522663,Cathe Henken,6/17/2024,277068.06,"Savory, protein-rich beef jerky for on-the-go snacking."
194,3583260217462596,Harwell Potteril,1/25/2025,925980.67,Set of whisks in various sizes for cooking.
195,560221822984083397,Jaimie Chstney,8/5/2024,867318.37,Functional leggings designed for maximum comfort during workouts.
196,374622660660910,Abbey Canas,6/19/2024,501527.32,A chic leather crossbody bag for everyday use.
197,372301047805371,Seward Joesbury,3/30/2025,530821.97,Portable desk that can be adjusted for sitting or standing.
198,5602245577352638662,Husain Schruur,4/8/2025,816379.71,Ergonomic footrest for easier pedicure treatment.
199,3556327911100492,Ursola Tows,1/18/2025,271809.07,Water bottle that tracks your hydration levels.
200,3578404408924587,Ervin Fripp,8/10/2024,8042.46,Delicious cookies packed with oats and raisins.
201,201991102298301,Carrissa Nettle,12/22/2024,741878.1,Energy-efficient infrared heater for home use.
202,3535720704754234,Phedra Kerrey,3/10/2025,887021.23,3-inch memory foam mattress topper for added comfort.
203,5010128383050941,Clemmy Swayte,11/6/2024,808084.04,Whole wheat wraps filled with spinach and feta cheese.
204,30250943136429,Guntar Chucks,12/19/2024,572039.65,Smooth and creamy smoothie made with peanut butter and banana.
205,3572706921478198,Base Casale,8/3/2024,480957.86,Flavorful dressing made with miso paste
206,3573977642144430,Linzy Bruhnsen,1/15/2025,576750.73,Eco-friendly bags for storing food without plastic waste.
207,3589923720206164,Arden Haywood,6/24/2024,405930.9,A seasoning blend of garlic and herbs to enhance any dish.
208,3585698414772192,Maje Simnell,8/15/2024,199501.06,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce."
209,201614179134288,Amalee Dunks,3/11/2025,950959.35,"Pre-cooked vegetable fried rice, just heat and serve."
210,5239329375762809,Coleman Halliday,4/12/2025,358430.18,"Creamy cottage cheese, perfect for healthy snacking."
211,4844932171527324,Lynnet Elstow,5/20/2024,237943.1,Versatile multi-tool with 15 different functions.
212,30136222200723,Eve Andress,2/9/2025,575695.87,"Fresh and zesty salsa, perfect for nachos."
213,3576771293071415,Peria Mountain,7/20/2024,196828.74,Refreshing juice blend of cranberries and oranges.
214,3571199974483458,Silvie Sinden,6/7/2024,292896.08,"Delicious and fully cooked sliced ham, ready to eat."
215,5582275133384241,Jule Garton,7/8/2024,630572.73,"Ready-to-eat salad with kale, lemon, and cheese."
216,3552265126628317,Alice Allibone,2/27/2025,504279.95,Crunchy granola mixed with coconut flakes.
217,5108756317490008,Catherin Kervin,9/28/2024,132820.26,Training tool for reinforcing commands and behavior in dogs.
218,4017956493936310,Blythe Asals,11/22/2024,54495.81,Eco-friendly string lights for outdoor decor.
219,3580639725719337,Abelard Twohig,9/29/2024,987114.69,"Gluten-free flour made from ground chickpeas, great for cooking."
220,560222829395986356,Murdock Jiras,9/25/2024,511471.83,A comfortable sweatshirt featuring a bold graphic print.
221,561006037436184656,Harlene Foulgham,7/17/2024,724140.2,Delicious pie filled with coconut cream and topped with whipped cream.
222,374288661261221,Hakeem Bachelor,1/27/2025,407198.07,Compact sewing kit for travel emergencies.
223,3539166438926597,Verina Garlic,10/12/2024,234652.63,Delicious dark chocolate cups filled with creamy peanut butter.
224,3555992010202407,Cammy Assard,5/15/2024,966087.64,Comfortable eye mask that includes noise-canceling ear plugs.
225,561099638587055658,Vere Ollivierre,7/4/2024,702107.93,"Rich coconut milk, great for cooking and baking."
226,5224753227911198,Cecilio Linklater,2/17/2025,696850.3,Sweet popcorn coated in a mixture of cinnamon and sugar.
227,3578261483160911,Maurise Berney,12/5/2024,985572.88,"Sweet, chewy dried apricots, great for snacking or baking."
228,3555758838442404,Joy Dungay,6/10/2024,31184.56,Ear protection for shooting and industrial use.
229,5602237476715767,Saleem Darbey,4/30/2025,537203.91,"Freshly baked artisan bread, perfect for sandwiches or toasting."
230,3533159545301081,Darline Feast,5/13/2024,915071.01,Heated stool cover for extra comfort during winter.
231,3534536999766589,Marion Ashwood,10/13/2024,801406.3,Soft and cozy slippers for indoor wear.
232,3548611790183294,Celinda O'Caine,1/28/2025,510811.37,Lightweight hair dryer with multiple speed settings.
233,5460313978230828,Culver Cradock,3/20/2025,811644.17,Natural elderberry syrup to boost immunity.
234,374622893630722,Jessi Whorf,9/8/2024,128461.22,Oats and honey bars with a chewy texture and nutty flavor.
235,5048373051296683,Edgar Suttle,11/27/2024,234526.78,Ergonomic monitor stand for improved workspace organization.
236,3550699463572989,Dodi Cregeen,9/25/2024,93400.52,"Synthetic crab meat sticks, great for salads and sushi."
237,3535534445054386,Phaidra Edinburgh,2/19/2025,485666.83,"A simple, no-bake cheesecake mix to create your own delicious cheesecake."
238,36181214311637,Kain Clynmans,2/21/2025,545629.38,Chic wrap jumpsuit that flatters the body and is perfect for any occasion.
239,30012304257255,Tiphany MacCarrick,9/12/2024,44477.27,Energy-efficient LED bulbs that can be controlled via smartphone.
240,3560985277801971,Trude Elfleet,4/19/2025,338018.17,Bell peppers stuffed with rice and vegetables
241,6759874544467903,Theodora Stallion,1/18/2025,790898.95,Electric rice cooker with multiple cooking settings for perfect rice.
242,5351349057858925,Zaria Uttermare,2/9/2025,724125.35,Delicious pie filled with coconut cream and topped with whipped cream.
243,374622210923172,Dolph Ilyas,1/30/2025,648199.89,"Coffee blend infused with pumpkin spice, perfect for fall."
244,3587085401378530,Wainwright Bedboro,9/4/2024,901636.83,Compact camp stove for outdoor cooking.
245,5355608513282285,Jocelin Danielis,8/28/2024,770330.0,"Crispy chips made from assorted garden vegetables, lightly salted."
246,6761834350448169880,Karita Gladwin,6/23/2024,417704.28,"Light and crispy baked chips, a healthier snack option."
247,6759355346574948,Chryste Cleynman,4/15/2025,858312.99,Portable projector with 1080p resolution for movies.
248,5602238597745519,Tyrone Spincks,3/9/2025,153753.04,"Savory pancakes made with chickpea flour, high in protein."
249,67068148490237505,Saw Tranfield,7/1/2024,647860.84,"Sweet relish made from cucumbers, perfect for sandwiches."
250,5100144704527062,Odey Neathway,8/13/2024,676456.54,A warming blend of ginger and turmeric for lattes.
251,3555827286413629,Sanford Crighten,9/17/2024,313466.84,"Raw brown sugar, perfect for baking or sweetening drinks."
252,3580018751368337,Ajay Bover,1/8/2025,695241.75,A mix of tropical fruits for a refreshing snack or dessert.
253,3552206514728061,Hanny Craw,5/28/2024,976990.84,Lightweight and portable picnic table for outdoor use.
254,67620980302186699,Roy Hambly,12/20/2024,409625.27,"Homemade jam made with blueberries and chia seeds, no added sugar."
255,201951413427775,Giacomo Pease,8/19/2024,262165.88,Toy drone that flies with gestures and is easy to control.
256,3558116643869328,Gib Dooley,2/19/2025,744243.8,Creamy chia pudding made with coconut milk and topped with mango.
257,201923627220809,Jessi Onn,9/18/2024,308153.1,Bright safety vest for outdoor visibility during any activity.
258,5100174027583773,Sophie Kiehne,5/27/2024,547963.87,"Spicy sauce made with chili peppers and garlic, great for stir-frying."
259,3588447675926767,Karola Conrad,4/21/2025,726926.37,Fresh sliced bell peppers for salads or stir-fries.
260,3548062838637588,Bili Glassup,9/14/2024,389969.87,"Sweet and salty kettle corn, perfect for snacking."
261,3544969418159078,Kellby Castagnet,10/25/2024,110365.03,Genuine leather wallet with multiple compartments.
262,3575032009401508,Rube Hubner,2/21/2025,476415.23,"Wide range of flavored wings, perfect for parties or casual snacking."
263,3564814710182375,Janaye Streeton,6/13/2024,371890.63,Spicy chili sauce with garlic and sugar for a flavor kick.
264,503817059251004125,Jayme Corrigan,6/17/2024,849612.86,"Crumbled feta cheese, perfect for salads and Mediterranean dishes."
265,503886790143122487,Rudyard Allsopp,3/30/2025,182740.72,Reusable tote bags for shopping and eco-friendly living.
266,3563787711848403,Clarissa MacKain,11/26/2024,73762.85,Compact air compressor for inflating tires and sports equipment.
267,201888941870300,Star Feifer,2/27/2025,974765.53,"Creamy yogurt made from coconut milk, dairy-free and delicious."
268,3547194998908854,Livy O'Kinedy,12/17/2024,373029.08,Multi-function rice cooker for all types of rice recipes.
