id,nomor_rekening,nama_lengkap,tanggal_transaksi,jumlah_kredit,keterangan
19,374283302579990,Gilda Roslen,2/2/2025,493819.34,Versatile canvas sneakers suitable for everyday wear with a comfortable fit.
20,6331104522712206243,Tynan Streatfield,6/28/2024,672778.7,Water bottle that tracks hydration levels and adds electrolytes.
21,3557879267184222,Calypso Orrell,1/16/2025,309509.63,"Stylish ripped boyfriend jeans for a relaxed, effortlessly cool vibe."
22,30254648868567,Caryn Steaning,12/24/2024,374894.52,Stylish stand to hold your recipes while cooking.
23,561085574886109811,Dre Illyes,2/26/2025,965191.52,"Canned beans with chili sauce, perfect for chili dishes."
24,201589282759421,Eolande Briars,1/1/2025,865092.25,Eco-friendly bamboo toothbrush for sustainable living.
25,3566755359219044,Aggie Ferrari,11/14/2024,983990.34,Reusable silicone lids for covering food in bowls and storage containers.
26,6761440498784574076,Stillman Pudan,12/19/2024,152135.69,"Versatile air fryer that also roasts, bakes, and broils."
27,3568438180607582,Gisele Acarson,2/24/2025,196459.65,"Protein-rich quinoa, a great alternative to rice."
28,3579045412428237,Reinaldo Hedan,9/25/2024,353630.69,"Firm tofu, a great plant-based protein option."
29,5602236061935419669,Jules McInteer,2/19/2025,267779.09,Bluetooth-enabled key tracker to find lost items easily.
30,30323998293468,Debbie O'Devey,8/10/2024,762339.9,Rich and buttery mashed potatoes with roasted garlic.
31,3583182393395673,Maurizia Trawin,9/12/2024,52395.03,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches."
32,676772381974511914,Remington Luppitt,5/17/2024,961994.23,Nutritious organic quinoa for salads or sides
33,3575474956925636,Jarret Widger,4/16/2025,900590.12,Lightweight and portable chair for camping or events.
34,30417881259030,Philis Ivakhnov,1/30/2025,206715.09,Set of reusable stainless steel straws for drinks.
35,3586425116520482,D'arcy Antonoyev,2/27/2025,201570.31,Convenient belt with pockets for easy access to tools while gardening.
36,3559073964839589,Hirsch Artz,10/5/2024,41818.74,Artichoke hearts marinated in herbs and oil.
37,3543164156887335,Dallon Phoenix,1/13/2025,395110.97,A healthy mix of assorted dried fruits and nuts for snacking.
38,6396979676126554,Desmund McVicar,5/21/2024,927312.85,Variety pack of craft supplies for kids' projects.
39,5602240383325282,Gerta McCrillis,6/7/2024,998370.65,Large inflatable pool for summer fun in your backyard.
40,3555709834012840,Justina Binford,2/6/2025,955622.36,Heavy-duty chain lock for securing bicycles.
41,5002358434060140,Fey Gration,5/28/2024,618273.91,Nutritious protein bars for on-the-go snacking.
42,374622528427163,Jamison Reicharz,3/11/2025,195127.53,Secure phone mount for your vehicle's dashboard.
43,493653683166506667,Mei Muselli,11/1/2024,144177.22,"Crunchy and sweet banana chips, a great on-the-go snack."
44,3568094197311112,Gasper Le Fleming,5/13/2024,679459.8,Compact digital camera with 20MP resolution.
45,5469457555047385,Luisa Kenwyn,6/10/2024,926649.41,"Frozen green peas, a great addition to meals."
46,3570062097829323,Doralynne Kulic,10/31/2024,431424.86,Delicious pasta shells filled with spinach and cheese
47,3586920569020352,Moishe Cheetham,7/10/2024,631492.92,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear."
48,3569057415670063,Jessalyn Gunbie,9/24/2024,392355.34,"Creamy risotto made with mushrooms and herbs, perfect as a side dish or main course."
49,6709702819348194824,Jenda Bryning,5/12/2024,458748.19,Crunchy granola with cranberries and pecans.
50,5602243430098977,Kylynn Pionter,6/15/2024,439296.65,Refreshing sparkling water with lemon and lime flavor
51,560221079873411367,Garrick Bendare,10/3/2024,957005.07,Reusable silicone mats for non-stick baking.
52,4405107010129860,Ddene Bellefant,1/1/2025,476486.15,Stylish and modern holder for storing wine bottles on walls.
53,3589045210127955,Raquela Cousens,5/29/2024,341554.2,Elevated planter box for growing herbs or small plants easily.
54,3556389174454511,Holden Sanches,8/5/2024,459874.39,Sweet and tangy balsamic reduction for drizzling.
55,3565275347085192,Hagan Esbrook,12/29/2024,935120.2,Unique coffee brewing method for a flavorful experience.
56,3530788946533489,Freeman Gibbon,3/24/2025,251499.24,Supportive yoga wheel for deep stretching and balance.
57,5100145069240100,Eadith Randales,9/16/2024,543619.52,Custom engraved ID tags for pets with your contact information.
58,4026453446619895,Montague Gidman,10/1/2024,720243.23,"Ready-to-eat chia seed pudding made with coconut milk, perfect for breakfast or dessert."
59,3538239902154565,Aggie Aynscombe,12/9/2024,941046.91,Non-slip yoga mat for optimal grip and comfort.
60,3578391593655508,Elnore Trewhitt,5/20/2024,702829.83,Convenient carrier for transporting yoga mat.
61,3547327834454747,Kamilah Kohter,5/30/2024,52672.99,Crispy breadsticks seasoned with herbs and garlic.
62,3533585637532326,Addia Naile,8/17/2024,114743.9,Magnetic puzzle assembly board for kids.
63,3588263293520654,Sarita Risso,7/3/2024,444761.37,Stylish wine rack to store and display bottles.
64,3547306808660927,Roi Carren,9/19/2024,990512.7,Self-cleaning grooming brush for cats and dogs.
65,374288891173048,Ximenes Woolatt,12/15/2024,15122.66,"Traditional Korean fermented vegetables, packed with flavor."
66,30116055241192,Fee Berns,3/16/2025,754668.7,Wi-Fi enabled thermostat that learns your habits.
67,3558964066138196,Kynthia Sproston,7/11/2024,269968.63,Crunchy pretzel nuggets filled with creamy peanut butter.
68,3546203242297195,Pansie Tunny,1/4/2025,884262.18,Durable tarp for outdoor camping and protection.
69,3555255524042986,Nellie Tolworth,3/25/2025,514520.2,Retro-style graphic tee with a soft wash for a vintage feel.
70,3566933248053136,Andrea Birkmyre,2/3/2025,763042.0,"Salmon fillets seasoned with lemon and dill, perfect for grilling."
71,670992025524893721,Marijo Mandre,2/24/2025,876576.03,"Creamy and smooth peanut butter, perfect for sandwiches."
72,3548382004591447,Dane Baptist,1/27/2025,405598.43,Quick and easy side dish with buttery flavor.
73,3560803765036440,Kettie McGoogan,9/28/2024,925835.93,A retro-style button-down shirt with a relaxed fit.
74,30509860954258,Francklyn Juanico,3/18/2025,363334.86,"Freshly baked whole wheat bread, rich in fiber."
75,3543967206651216,Grata Pietzker,5/21/2024,655606.87,Compact organizer for cosmetics during travel.
76,5002350477922377,Cherrita Barclay,8/20/2024,834651.94,Convenient magnetic jars for easy spice storage.
77,5602230844708259,Hestia Tudge,1/11/2025,553650.63,Adjustable dog collar with personalized tags.
78,5048371491279236,Miller Chastaing,1/3/2025,57922.65,A trendy cropped sweater perfect for a casual look.
79,3568339176960771,Latrena Bonnar,7/6/2024,942691.91,Frozen smoothie blend with berries for a quick and healthy breakfast.
80,3567477648996212,Lenee Nono,8/24/2024,987367.89,"Soft and comfortable robe, perfect for lounging at home."
81,3573110041448638,Jake Segoe,7/10/2024,143504.57,"Nutritious blend of wild rice and quinoa, perfect as a side dish."
82,4013521002369,Amandi Narup,12/20/2024,290492.15,Refreshing cranberry juice with no added sugar.
83,5893062936010205,Mirelle Georges,9/10/2024,86915.59,Chewy granola bars made with honey and almonds.
84,3529890923958391,Farra Witard,6/25/2024,664411.52,Rechargeable water flosser for dental hygiene.
85,5491465460342603,Bear Teasell,3/15/2025,777828.81,"A hearty salad with grains, dried fruits, and nuts."
86,5602227419282363,Ronalda Maseres,5/15/2024,848262.36,Heavy-duty chain lock for securing bicycles.
87,3547671580873596,Riccardo MacVaugh,5/8/2025,918684.34,Easy setup tent perfect for camping and outdoor festivals.
88,3536595143887798,Farris Dillicate,10/6/2024,790590.86,A classic denim jacket that never goes out of style.
89,5048375295548258,Irving Yarranton,3/29/2025,32305.32,A mix of brined Mediterranean olives for snacking.
90,374622380328699,Peggi Meineking,9/20/2024,270234.05,Sweet and nutty filling for delicious homemade pecan pie.
91,676114676305182088,Renado Woolmington,1/14/2025,455461.95,Eco-friendly bamboo cutting boards in various sizes.
92,5108759575406666,Anabella Rockingham,3/9/2025,22524.08,Collapsible dish rack for kitchen countertop use.
93,3572811174222663,Melicent Kasper,8/31/2024,648016.27,Adjustable footrest for improved comfort while sitting.
94,201411091929261,Cortney Baldin,8/25/2024,753679.68,Bottle that allows you to infuse your water with fruits.
95,3584140101378992,Lisabeth Heeran,9/30/2024,661607.94,Ergonomic monitor stand for improved workspace organization.
96,4041376252060,Marney Hurley,2/10/2025,69672.32,Delicious canned pineapple rings for desserts or salads.
97,5610786071273515,Merv Heggman,8/9/2024,925628.77,"Bartender kit with shaker, jigger, and strainer."
98,5401007894425643,Dylan Gogay,11/14/2024,507209.91,A cozy long cardigan designed for layering in any season.
99,3577829303361090,Stinky Tuftin,4/11/2025,780545.06,A healthy vegan cheese alternative packed with nutrients and flavor.
100,374288499064433,Myrna Grube,5/31/2024,38856.56,A creamy and tangy dressing perfect for salads or as a dipping sauce.
101,3537499103228946,Bobby Iacobassi,6/25/2024,788711.61,"Creamy and smooth peanut butter, perfect for sandwiches."
102,3582724384513342,Netty Beushaw,1/9/2025,99618.04,"Crispy chicken bites, perfect for dipping."
103,5610242721227121,Willetta Harrald,6/29/2024,663063.43,"A spicy, flavorful cheese stick great for snacks or lunchboxes."
104,3530201054399875,Randal Telezhkin,7/16/2024,824216.76,A comfortable sweatshirt featuring a bold graphic print.
105,3546916987231927,Mei Barrell,7/17/2024,950300.08,Instant noodles with a spicy Thai sauce for quick meals.
106,6759468298813261,Shae Skynner,5/19/2024,592351.12,"Classic marinara sauce for pasta, pizza, or dipping."
107,3585591909355757,Laureen Smeall,6/2/2024,235285.02,"Sweet relish made from cucumbers, perfect for sandwiches."
108,4041371950460,Jessi Ivins,9/14/2024,557275.28,Colorful LED strip lights for home decoration.
109,5100177876782834,Corinne Kiltie,12/27/2024,75643.09,Soft cotton graphic tee available in various designs.
110,3565952055595147,Tore Aldins,3/6/2025,883181.04,Powerful electric pressure washer for deep cleaning.
111,3569758849874128,Jacklyn Fields,11/7/2024,596860.67,"Nutritious chia seed pudding in vanilla flavor, ready to eat."
112,5020505765755395,Ely Lacaze,10/7/2024,427166.02,A rich pesto made with sun-dried tomatoes and pine nuts.
113,5100139052350380,Ketti Otson,10/11/2024,969398.3,"Savory oatmeal ready to eat, great for breakfast or a snack."
114,3566942031073300,Joachim Dingley,10/20/2024,91907.37,Waterproof picnic blanket for outdoor fun.
115,3579994986811635,Verne Suddock,10/26/2024,620569.36,"A trendy fanny pack, perfect for hands-free outings."
116,3553775236656841,Starlin Dobeson,2/1/2025,832970.33,Practical cargo pants with lots of pockets for functionality.
117,560224385752979839,Yurik Fairfoot,9/28/2024,565591.61,"Crunchy chips made from blue corn, perfect for dipping."
118,6331100883195447405,Randolf Oke,11/15/2024,889552.63,1080p wireless security camera with night vision.
119,5038581095826009344,Raoul Kesterton,11/10/2024,543156.23,Automatic churner for making butter at home.
120,3561765934646152,Brandy Waterhouse,2/1/2025,581918.26,Durable ceramic bakeware for casseroles and desserts.
121,6374565265004579,Norry Gauntlett,3/31/2025,151933.28,Qi-certified charger for fast wireless charging of smartphones.
122,337941603136028,Kyrstin Aleixo,5/26/2024,544494.48,Spice blend for creating flavorful vegan taco filling.
123,0604646331410578213,Aubrie Palfery,8/20/2024,780471.75,Compact pump ideal for inflating sports equipment or rafts.
124,3585496878535472,Truman Trevorrow,5/2/2025,681250.47,Beginner telescope for stargazing and exploring.
125,4913972655869236,Merell Foro,7/17/2024,477392.31,A refreshing sparkling beverage with a bold blood orange flavor.
126,3542377637439564,Effie Morrill,4/21/2025,411675.74,"Frozen shrimp sautéed in garlic butter, ready to thaw and serve over pasta or rice."
127,3571710840942178,Adamo Eilert,2/20/2025,32953.7,Herbal tea blend with ginger and turmeric for a soothing drink.
128,201672441876011,Robby Wathan,9/7/2024,766547.52,"Quick oatmeal packets infused with apple and cinnamon, perfect for breakfast."
129,3535048353838342,Zach McIlreavy,8/1/2024,519741.59,"Wide range of flavored wings, perfect for parties or casual snacking."
130,3530681112515804,Ardys Fussell,1/17/2025,934788.11,"Lightweight cover-up perfect for the beach, with a breezy design."
131,4913543488423838,Giselle Agar,6/23/2024,642587.31,Shower head designed for a strong spray and complete coverage.
132,3584572680624018,Tisha Roony,4/1/2025,821633.88,Upgrade your phone photography with this lens kit that includes wide-angle and macro lenses.
133,3563206025425170,Rosanna Picken,3/28/2025,122177.39,Stainless steel travel mug that keeps drinks hot or cold.
134,490365271883880386,Lidia Mioni,2/9/2025,136363.95,Connect and control smart devices from one app.
135,5020844195149048143,Vanya Strawbridge,8/10/2024,444197.0,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches."
136,4026471093682057,Borden Coventon,3/23/2025,872494.66,"Spicy jalapenos stuffed with cheese, ideal for appetizers."
137,5602249894491970,Elia Hansbury,11/7/2024,963958.89,"A fluffy pancake mix infused with maple and pecans, perfect for a hearty breakfast."
138,3562919800119849,Evyn Willimot,1/25/2025,908236.86,Essential ingredient for baking fluffy cakes and pastries.
139,6378330734142971,Xenia Whitter,3/26/2025,950942.89,Hearty tomato soup made from organic ingredients.
140,4917472736794087,Laney Crothers,11/10/2024,274789.0,A sweet and spicy sauce ideal for spring rolls or chicken nuggets.
141,5123945557102867,Dominik Crunden,3/22/2025,823791.06,A colorful printed maxi skirt for a bohemian look.
142,561067837568222380,Koo Bear,7/17/2024,417326.35,"Fresh pomegranate juice, rich in antioxidants."
143,3587286490748936,Mona Mahody,8/25/2024,815059.99,Lightweight water filter for outdoor adventures.
144,3567599167917624,Bat Deakan,3/15/2025,381330.47,High-quality whey protein powder for muscle recovery.
145,201537332822269,Belita Wernher,7/16/2024,410945.86,String lights for decorating holiday trees.
146,373113616538054,Gwen Piesold,12/7/2024,82059.44,Manual pasta maker for creating fresh pasta at home.
147,4281430324645903,Cristin Batram,5/4/2025,369419.87,"Fruits dipped in rich chocolate, perfect for desserts."
148,56022502417743094,Ondrea holmes,1/16/2025,934721.48,Durable gardening gloves with reinforced fingertips.
149,3543001171792720,Aidan Denyakin,7/18/2024,475722.06,"Rich spaghetti sauce, a perfect pasta sauce."
150,4911161163721295124,Cordelia Galliver,6/21/2024,598411.82,Protective case for wireless earbuds.
151,3556161098115522,Jone Probets,8/7/2024,691810.64,Gluten-free biscuits made with almond flour.
152,4175003685279254,Gabbie Haldene,9/7/2024,805197.77,Quick-cooking ramen noodles made with organic wheat.
153,30541963644130,Fergus Maass,4/22/2025,963495.33,Durable backpack for hiking or travel.
154,5100132052015905,Katherine Krollmann,9/2/2024,899774.12,Essential attachments for pressure washing.
155,5602225872253939,Corby D'Avaux,6/7/2024,593146.97,Set of ceramic knives for precision slicing.
156,5108752362441111,Kristan Cartlidge,7/18/2024,9825.47,"Super soft fleece blanket, perfect for coziness."
157,5020860670980537858,Allen Fernando,8/11/2024,104185.98,"Layers of pasta, veggies, and cheese baked to perfection."
158,677118665439015748,Pat Chawner,6/13/2024,173528.76,"Crispy mini pretzels, a great snack any time of day."
159,3568900999846982,Rena Safont,12/22/2024,791938.37,Smooth Greek yogurt infused with vanilla bean flavor.
160,56022106073860448,Carissa Ivanyushin,7/31/2024,46667.22,"Light and crispy baked chips, a healthier snack option."
161,3549798779337733,Maisey Kenrick,10/8/2024,453233.99,Assorted fruit-flavored gummy snacks that kids love.
162,3563636927042691,Eziechiele Scales,12/12/2024,51845.18,Compact projector for movies and presentations on the go.
163,5100142459469522,Carling Henrion,9/6/2024,82775.37,Freshly roasted coffee beans with rich flavor.
164,201487697409676,Cleveland Turmell,3/1/2025,869151.22,Beginner telescope for stargazing and exploring.
165,4913163487541355,Kippar Duff,2/17/2025,147042.61,High-capacity power bank for charging devices on the go.
166,6380655735150441,Roselia Clifft,10/12/2024,283264.97,Fresh and crunchy baby carrots ready for snacking.
167,675948985322593878,Bunny Gibbings,12/4/2024,643173.91,"Fresh artisan bread, perfect for sandwiches"
168,372301856609161,Linet Bruyns,3/3/2025,427970.65,Reusable tote bags for shopping and eco-friendly living.
169,3549846098627829,Bogey Ellwand,7/7/2024,913683.19,Complete kit for growing herbs indoors.
170,3582394099072552,Loydie Slaney,10/14/2024,232808.41,No-bake protein balls with chocolate and coconut flavors.
171,3548480018152873,Aurea Rahlof,8/29/2024,305909.72,Healthy pasta alternative made from chickpeas
172,4051594621117219,Amery Selbach,8/8/2024,52803.55,Warmer for heating baby bottles and food jars.
173,3583710501591161,Terry Armfield,1/10/2025,81120.41,Energy-efficient infrared heater for home use.
174,201562564093876,Ronni Schiefersten,4/4/2025,602548.32,Reusable silicone lids for covering food in bowls and storage containers.
175,4903898018421943836,Edie Worsnop,1/17/2025,899612.08,Colorful and child-friendly gardening tools for little hands.
176,201491584320228,Kelvin Beaty,12/23/2024,185006.01,Large inflatable pool for summer fun in your backyard.
177,3580083062401151,Ben Shoulders,3/19/2025,280568.23,Reusable microfiber cloths for environmentally friendly cleaning.
178,3561537601733005,Giselbert Hexam,5/8/2025,32104.94,Moisturizing body wash with natural ingredients.
179,3574317329338600,Eveleen Courtois,7/27/2024,852358.18,Strong magnetic holder for smartphones in cars.
180,3555378626404944,Darb Lindenboim,7/8/2024,857278.03,Stay warm with this stylish knit beanie in various colors.
181,30438020748915,Gilligan Wallsam,10/27/2024,375290.81,Bold graphic hoodie featuring a comfortable fit and soft fabric.
182,3568858426221395,Kara-lynn Stert,3/7/2025,976293.34,Comfortable pet bed for small to medium-sized dogs.
183,3529589686992940,Angie Basilotta,7/18/2024,729843.35,"Baked kale chips seasoned for a healthy, crunchy snack."
184,3552616567555569,Wileen Gumb,2/5/2025,552791.33,Convertible kneeler and seat for gardening comfort.
185,670696740582879383,Cahra Raspin,2/1/2025,878779.59,Wi-Fi enabled thermostat for energy-saving temperature control.
186,4175001502570657,Kira Crigin,3/3/2025,787069.4,"Authentic Italian pasta, perfect for a classic meal."
187,6378823634035279,Dominique Ferrers,8/11/2024,975217.36,A refreshing sparkling beverage with a bold blood orange flavor.
188,3544497555708879,Boonie Laming,6/9/2024,370341.38,Frozen chicken wings with garlic parmesan sauce.
189,3558604440804101,Caryl Howel,11/16/2024,958828.29,Eco-friendly electric bike with a 30-mile range.
190,5275389096638766,Clay Misken,9/1/2024,8706.17,Delicious homemade style blackberry jam.
191,36027175811083,Judas Ratledge,6/4/2024,501739.33,"Spicy black bean burgers, great on the grill."
192,3584071666530216,Milton McReedy,10/19/2024,512367.91,Easy mix for making spicy beef tacos.
193,5002359976223138,Lindsay Bills,2/26/2025,288720.65,"Healthy whole grain cereal, great for breakfast."
194,5218461901336546,Madlen McInally,4/29/2025,905329.35,Creamy pumpkin soup with spices
195,3581560864416148,Avrit Kibbee,2/23/2025,439759.36,"Water-resistant jacket ideal for outdoor activities, featuring a packable design."
196,36086109072923,Kassie Breddy,2/5/2025,585292.66,Tender ribs smothered in a honey barbecue sauce.
197,3544765839940579,Karlan Luckes,6/21/2024,504439.59,Refreshing sparkling water with lemon and lime flavor
198,5602251487314237572,Park Eagell,9/10/2024,26596.98,"Refreshing green tea infused with peach, perfect for a hot day."
199,6331100625240555694,Leigh Dael,9/8/2024,120863.05,Durable and non-stick ceramic cookware for healthy cooking.
200,6331102332800698,Patty Gumme,5/7/2025,223451.24,Waterproof rain jacket with adjustable hood.
201,6759119698680095,Kathye Bingall,11/14/2024,487363.41,Toy drone that flies with gestures and is easy to control.
202,30203390431900,Robyn Beccero,6/6/2024,27048.06,Fresh sliced strawberries for toppings or snacking
203,560225452894963086,Gustie Newborn,5/23/2024,658303.32,Tender chicken coated in a sweet and savory honey garlic sauce.
204,5602218218708724,Winny Cator,8/20/2024,327533.62,BPA-free sports bottle with flip-top lid.
205,5602248019947270,Robby Kernell,11/22/2024,644016.95,"Marinated chicken breast seasoned with herbs, ready for grilling."
206,201660809984519,Farra Artinstall,1/29/2025,111003.35,Adjustable grinders for fresh spices at the table.
207,63047384090079618,Guthry Scullin,1/12/2025,105526.47,Cook rice and steam vegetables simultaneously for healthy meals.
208,3561769629400826,Dianemarie Oakwood,7/27/2024,93547.13,"Crispy on the outside, tender on the inside, perfect for stir-fries or salads."
209,3572537561639322,Gearalt Torald,11/20/2024,476461.51,Eco-friendly generator for outdoor adventures.
210,4405582314383530,Wynnie Antoons,10/31/2024,969653.04,Compact electronic drum kit for musicians of all levels.
211,3582656330284463,Kelley Cafferty,2/21/2025,490336.75,"Creamy and rich vanilla ice cream, a classic dessert."
212,3568800534952081,Margalit Frushard,7/19/2024,329606.8,Adjustable laptop stand for better ergonomics.
213,5100171203900417,Salvatore Blei,7/10/2024,749663.64,Quality scissors designed for easy pet grooming.
214,3543334494462709,Nicol Antoniat,7/22/2024,624805.94,"Delicious pretzel bites with a sweet honey mustard flavor, perfect for dipping."
215,630414494736320663,Mufi Botterill,1/9/2025,942507.72,Bold combat boots that make a statement with any outfit.
216,560221813758047676,Koralle Anyon,2/3/2025,539316.41,Mesh drying rack for preserving herbs and flowers.
217,5007668224845582,Vivian Salatino,4/10/2025,291759.22,Durable backpack designed for hiking and outdoor excursions.
218,5020791355896308032,Barbaraanne Farquhar,11/5/2024,489530.97,"Layered Greek yogurt with granola and mixed berries, ready to enjoy."
219,3587114032855748,Orbadiah Cater,11/30/2024,186423.02,Rechargeable electric wine opener for effortless uncorking.
220,3568394733153071,Timmie Ayshford,7/9/2024,870551.38,Delicious bacon with a rich applewood smoked flavor.
221,6304726319755923528,Papagena Sloley,8/20/2024,241563.7,High-capacity power bank for charging devices on the go.
222,3560299593465317,Almira Royston,4/12/2025,880797.54,RFID-blocking slim wallet for cards and cash.
223,3568355310186016,Chaddie Itzkovsky,9/4/2024,829016.0,Upgrade your phone photography with this lens kit that includes wide-angle and macro lenses.
224,4505129265733203,Claresta Basketfield,3/8/2025,572371.26,Classic leather photo album for keepsakes.
225,5100139479908778,Guthry Gate,1/22/2025,462802.65,"A ready-to-eat soup with coconut milk, spices, and vegetables."
226,4905382339102517956,Valaree Asee,10/28/2024,127696.28,Fresh salsa made with pineapple and spices
227,3582411696849040,Clemmie Cuttle,9/13/2024,376245.07,Quick and easy way to remove wrinkles from clothes.
228,6763485967740701595,Darrel Watting,1/5/2025,25245.44,Supportive pillow that provides comfort while traveling.
229,4026984135695119,Ilene Vivers,6/24/2024,929235.45,"Delicious and hearty black beans, great for soups or salads."
230,3584498841285095,Fred MacConnechie,1/17/2025,987452.88,Boosts your Wi-Fi coverage for better connectivity.
231,4903349319267149479,Godiva Hearsey,12/1/2024,244070.39,Seasoning mix for making crispy and flavorful potato wedges.
232,3580560433024598,Ansel Squier,2/7/2025,138621.62,Sanitary holder that ensures your toothbrush stays clean.
233,4917047186595232,Zebadiah Rookwell,12/11/2024,265330.91,Elegant chiffon blouse perfect for work or outings.
234,3570247420924400,Solomon Leigh,12/8/2024,109172.42,"A whole free-range chicken, ready for roasting."
235,3560831825634813,Kala Lory,5/24/2024,400007.13,Programmable pet feeder for scheduled meals.
236,4905738313931332,Verla Sanzio,4/23/2025,775316.23,A nourishing bowl of sweet potatoes and chickpeas with spices.
237,5486032523503469,Whitby Napolitano,7/10/2024,889085.25,Crunchy granola made with organic oats
238,3556076796198291,Vivie Bonsul,4/4/2025,488682.15,A hearty vegetable curry for a quick and satisfying meal.
239,5439344755108489,Dyana Sumption,9/18/2024,497852.24,Eco-friendly utensil set made from natural wood.
240,3574567323885515,Bartie Beauly,11/30/2024,782778.65,"Trendy leggings with a unique graphic print, versatile for workouts and casual wear."
241,3541998719476348,Federica Vitall,11/7/2024,213216.53,Complete grooming kit for dogs and cats.
242,3582994656696543,Dionne Bogies,12/25/2024,992580.26,Multi-level scratching post to keep your cat entertained.
243,201846806260926,Carla Bynert,9/11/2024,362602.95,Refreshing sorbet with a zesty lemon flavor.
244,201934662871190,Yurik McCaughren,12/23/2024,683220.12,"Classic marinara sauce for pasta, pizza, or dipping."
245,3558819798309376,Eugenio Nolin,9/2/2024,384142.93,Lightweight windbreaker for outdoor activities.
246,6331101633933000,Aprilette Mosley,5/23/2024,50935.51,Classic fit blue jeans with a slight stretch for comfort and durability.
247,5477786685684794,Berke Bedham,7/13/2024,165692.29,Beginner-friendly drone with HD camera.
248,3569782408294809,Tiffy Wathen,2/6/2025,872570.53,"Creamy yogurt with probiotics, available in various flavors."
249,3549489792774181,Krystalle Shrimptone,8/24/2024,391900.64,Oven-roasted potatoes tossed in garlic and parmesan cheese seasoning.
250,3573449466941150,Lucas Fee,6/4/2024,36735.13,Space-saving adjustable dumbbells for strength training.
251,501871059319111059,Evy Darridon,4/15/2025,358193.79,Color-changing 3D night light for kids' rooms.
252,201948405809382,Meg Fibbings,11/18/2024,529932.37,"Trendy high-low tee with a relaxed fit, ideal for weekends."
253,3588518742971737,Kirby Shark,3/24/2025,134204.08,Mixed fresh vegetables for stir-frying or roasting.
254,3552784500911925,Tracey Grafom,6/29/2024,542941.6,Convenient water bottle for pets on the go.
255,5602235015349569,Patti Whittet,3/3/2025,857098.18,Efficient juicer for fresh fruit and vegetable juices.
256,3541372185494633,Kain Spelman,10/29/2024,121471.5,Engaging kit with science experiments for children.
257,3582394636388008,Ruthie Bradtke,12/8/2024,185349.69,Quick-boiling kettle for home and office use.
258,3549037367949157,Gracia Reace,5/31/2024,989666.63,Elegant chiffon blouse perfect for work or outings.
259,5602257547673191,Lorianna Barlow,10/10/2024,336020.89,Crispy and sweet dried apple slices
260,3577072289857910,Isaiah Edwinson,4/21/2025,987334.78,Sweet and tangy honey mustard dip for snacks.
261,3535675869489051,Rosamund Labbati,3/13/2025,890529.14,"A mix of fresh vegetables with a savory stir-fry sauce, ready to cook."
262,5002354694373703,Em Pringle,2/10/2025,802594.33,Stainless steel travel mug with spill-proof lid.
263,5602222364987983,Rivy Stogill,7/25/2024,461230.5,Comfortable trainers with mesh inserts for breathability.
264,3554730161307026,Amanda Bletsor,2/4/2025,570445.3,Precision cooker for perfect sous vide cooking.
265,30565847760143,Melvin Leckey,11/27/2024,492380.42,Padded laptop sleeve for protection against scratches.
266,3564026253281601,Yorker Gyrgorcewicx,3/1/2025,654737.21,"Crispy chips made from taro root, a wonderful snack."
