id1,id2,tgl_transaksi,jumlah_debit,jumlah_kredit
48,3586494220604830,4/29/2003,27888.15,11275.78
49,3586494220604830,6/20/2007,778084.5,654820.33
50,3586494220604830,9/15/2002,433541.47,257931.2
51,3586494220604830,1/5/2006,853791.02,965132.16
52,3586494220604830,2/22/2000,747072.96,168838.89
53,3586494220604830,12/20/2005,140094.37,861087.44
54,3586494220604830,1/4/2003,929374.56,231797.94
55,3586494220604830,4/13/2011,115111.63,125821.17
56,3586494220604830,6/2/2006,318523.05,170056.31
57,3586494220604830,5/25/2009,504504.04,382081.44
58,3586494220604830,12/5/2003,700211.45,419857.23
59,3586494220604830,11/22/2021,478272.27,367589.45
60,3586494220604830,7/7/2017,219164.94,428284.0
61,3586494220604830,4/10/2003,9780.59,986177.47
62,3586494220604830,9/29/2019,118845.26,343788.54
63,3586494220604830,2/21/2021,871102.31,901186.41
64,3586494220604830,3/10/2003,891542.43,284388.89
65,3586494220604830,12/8/2007,979335.81,641297.98
66,3586494220604830,12/10/2003,946898.12,412376.36
67,3586494220604830,4/30/2014,906328.2,569353.83
68,3586494220604830,2/19/2009,806745.95,271018.48
69,3586494220604830,11/30/2001,505409.6,79193.47
70,3586494220604830,9/30/2022,107226.53,255864.04
71,3586494220604830,10/31/2021,864068.32,140633.82
72,3586494220604830,4/1/2005,640210.8,925224.84
73,3586494220604830,9/20/2016,425246.3,797310.44
74,3586494220604830,8/11/2007,676429.63,980679.11
75,3586494220604830,8/5/2003,145462.76,950202.21
76,3586494220604830,11/29/2004,666067.59,966290.34
77,3586494220604830,6/27/2004,425461.52,272568.69
78,3586494220604830,12/15/2011,461613.78,218191.26
79,3586494220604830,5/20/2001,172306.78,820865.29
80,3586494220604830,3/8/2004,241203.73,285818.59
81,3586494220604830,5/3/2022,263194.73,361052.7
82,3586494220604830,6/28/2014,718649.77,516445.21
83,3586494220604830,6/30/2009,680725.42,976268.55
84,3586494220604830,12/17/2013,242552.38,856352.4
85,3586494220604830,12/4/2019,106518.71,63089.1
86,3586494220604830,4/3/2002,195582.24,421551.9
87,3586494220604830,12/29/2018,21321.95,86003.56
88,3586494220604830,11/21/2002,940767.51,197803.25
89,3586494220604830,6/9/2013,180892.42,201687.96
90,3586494220604830,11/7/2001,191057.62,958955.91
91,3586494220604830,6/7/2005,834719.97,156473.87
92,3586494220604830,12/4/2015,976646.8,161619.37
93,3586494220604830,12/19/2015,111948.62,691566.64
94,3586494220604830,7/3/2019,988010.48,921744.52
95,3586494220604830,12/9/2003,476920.73,415999.28
96,3586494220604830,7/19/2004,389918.64,669280.16
97,3586494220604830,10/20/2009,591315.67,937016.15
98,3586494220604830,8/11/2008,813782.35,459030.63
99,3586494220604830,1/10/2014,57660.47,267452.48
100,3586494220604830,8/31/2022,307353.78,204787.91
101,3586494220604830,12/19/2001,138341.46,801224.02
102,3586494220604830,11/23/2005,478969.88,411978.88
103,3586494220604830,11/3/2015,390358.19,482500.14
104,3586494220604830,1/13/2002,348973.75,195366.41
105,3586494220604830,2/12/2010,485754.49,21715.27
106,3586494220604830,9/30/2007,673259.69,470116.45
107,3586494220604830,12/25/2018,160668.23,338136.67
108,3586494220604830,7/13/2006,139777.94,398461.66
109,3586494220604830,6/14/2010,517267.08,766335.94
110,3586494220604830,5/9/2014,460480.8,312645.85
111,3586494220604830,2/15/2014,352361.06,835380.09
112,3586494220604830,1/2/2013,459207.85,10823.57
113,3586494220604830,7/29/2008,92801.39,639239.24
114,3586494220604830,9/20/2004,856030.73,420189.29
115,3586494220604830,4/8/2001,62580.31,935403.6
116,3586494220604830,9/4/2011,615069.16,512267.06
117,3586494220604830,9/15/2004,55495.49,764441.97
118,3586494220604830,12/25/2017,259684.66,249280.67
119,3586494220604830,10/20/2016,944884.82,592475.14
120,3586494220604830,9/14/2009,62290.08,189336.23
121,3586494220604830,5/9/2000,12172.54,128664.33
122,3586494220604830,8/31/2004,886533.41,135905.79
123,3586494220604830,4/23/2021,291043.14,672934.06
124,3586494220604830,3/17/2009,581531.1,831614.47
125,3586494220604830,2/2/2000,60952.65,533993.88
126,3586494220604830,11/20/2017,700570.43,959511.9
127,3586494220604830,4/27/2009,606711.94,184411.29
128,3586494220604830,2/16/2022,177688.51,413120.71
129,3586494220604830,1/18/2011,336230.23,317150.83
130,3586494220604830,3/22/2019,514636.78,859193.83
131,3586494220604830,1/5/2022,657477.8,520092.73
132,3586494220604830,12/18/2004,752394.49,452978.73
133,3586494220604830,8/13/2017,233179.29,525509.48
134,3586494220604830,8/16/2018,490870.99,772706.48
135,3586494220604830,6/16/2022,158973.19,108014.91
136,3586494220604830,5/7/2008,745952.73,556504.92
137,3586494220604830,7/28/2017,726118.54,205829.26
138,3586494220604830,11/21/2007,625498.07,864701.62
139,3586494220604830,7/18/2016,357242.4,552622.5
140,3586494220604830,8/13/2021,328434.7,582311.14
141,3586494220604830,8/18/2013,969073.52,298734.6
142,3586494220604830,6/23/2000,410158.67,999983.9
143,3586494220604830,2/7/2018,656904.3,361184.35
144,3586494220604830,1/3/2018,175860.8,795145.5
145,3586494220604830,9/21/2000,780175.73,669952.63
146,3586494220604830,5/23/2017,527746.02,563782.64
147,3586494220604830,7/20/2019,517767.22,92006.9
148,3586494220604830,2/3/2012,529553.6,282220.58
149,3586494220604830,6/15/2006,75232.31,831412.29
150,3586494220604830,6/10/2009,680718.77,721711.67
151,3586494220604830,10/25/2004,662126.9,282605.05
152,3586494220604830,5/16/2008,852878.41,610053.62
153,3586494220604830,1/2/2010,972017.74,359471.28
154,3586494220604830,9/25/2016,707702.55,980025.35
155,3586494220604830,2/16/2001,68098.4,155543.54
156,3586494220604830,1/2/2007,465823.79,990350.54
157,3586494220604830,5/20/2020,117788.41,344483.88
158,3586494220604830,3/16/2015,974572.17,178859.7
159,3586494220604830,1/4/2006,352260.63,237476.48
160,3586494220604830,12/27/2000,430934.22,182299.62
161,3586494220604830,8/10/2002,55250.6,316944.81
162,3586494220604830,9/3/2005,323365.05,355104.25
163,3586494220604830,11/14/2001,101314.25,207145.88
164,3586494220604830,7/5/2014,46136.65,696851.81
165,3586494220604830,12/16/2018,143171.42,3275.63
166,3586494220604830,11/7/2003,183546.18,543295.4
167,3586494220604830,1/18/2019,650012.37,10767.61
168,3586494220604830,4/24/2002,72111.93,781402.71
169,3586494220604830,6/29/2016,937598.57,404076.33
170,3586494220604830,3/5/2011,510446.16,581361.11
171,3586494220604830,7/30/2004,820761.35,27732.31
172,3586494220604830,1/31/2012,855521.1,950974.57
173,3586494220604830,5/25/2020,263265.73,235156.72
174,3586494220604830,7/30/2021,526987.43,823204.72
175,3586494220604830,5/9/2011,417915.69,602194.38
176,3586494220604830,1/21/2012,596925.72,546719.62
177,3586494220604830,11/10/2014,339128.21,840968.5
178,3586494220604830,2/23/2004,37949.79,204529.87
179,3586494220604830,5/20/2019,906156.69,717680.06
180,3586494220604830,2/17/2013,411731.59,441147.23
181,3586494220604830,2/5/2011,553882.34,996458.98
182,3586494220604830,2/9/2017,223878.99,410042.09
183,3586494220604830,12/6/2016,737480.07,514033.54
184,3586494220604830,8/11/2010,204339.99,14705.15
185,3586494220604830,9/8/2022,291055.36,900879.97
186,3586494220604830,9/6/2019,760507.16,568493.29
187,3586494220604830,4/4/2002,557813.93,986515.93
188,3586494220604830,2/25/2016,619522.9,703389.17
189,3586494220604830,10/17/2019,86219.36,69903.07
190,3586494220604830,1/15/2011,167308.01,128763.19
191,3586494220604830,9/3/2012,269037.94,727398.51
192,3586494220604830,4/26/2020,61098.15,991681.72
193,3586494220604830,12/10/2018,453186.73,534175.02
194,3586494220604830,11/21/2014,266191.21,530458.72
195,3586494220604830,8/19/2008,846234.74,88707.84
196,3586494220604830,8/13/2007,646302.0,809624.01
197,3586494220604830,3/7/2013,368450.78,206554.21
198,3586494220604830,2/7/2022,944203.99,149478.62
199,3586494220604830,11/15/2010,918427.95,340685.42
200,3586494220604830,9/5/2008,258826.39,625744.1
201,3586494220604830,3/10/2017,928850.73,279010.88
202,3586494220604830,9/18/2019,699600.44,416602.01
203,3586494220604830,10/18/2019,351280.19,435440.78
204,3586494220604830,5/12/2001,780668.38,27007.15
205,3586494220604830,10/24/2009,492562.55,675024.77
206,3586494220604830,8/7/2014,423986.08,178754.05
207,3586494220604830,10/31/2002,750919.23,912495.99
208,3586494220604830,9/7/2008,250654.65,539967.22
209,3586494220604830,1/16/2005,671666.89,65847.93
210,3586494220604830,3/15/2014,992510.46,352880.89
211,3586494220604830,9/17/2002,258969.58,428505.44
212,3586494220604830,12/8/2013,247021.87,970577.73
213,3586494220604830,9/6/2004,835375.24,459039.05
214,3586494220604830,11/12/2006,238458.67,926411.63
215,3586494220604830,4/18/2016,849879.1,385521.22
216,3586494220604830,11/6/2015,533888.83,99249.21
217,3586494220604830,11/13/2018,745358.18,757369.53
218,3586494220604830,4/11/2000,859518.57,118625.8
219,3586494220604830,12/23/2019,268827.17,821233.37
220,3586494220604830,3/16/2004,442027.65,368161.04
221,3586494220604830,6/15/2010,570806.92,16333.51
222,3586494220604830,3/10/2011,395943.98,902627.04
223,3586494220604830,4/8/2006,668503.37,799048.25
224,3586494220604830,11/6/2018,421077.68,38662.03
225,3586494220604830,3/31/2013,776457.39,468702.3
226,3586494220604830,11/20/2014,786320.45,583401.68
227,3586494220604830,1/3/2007,797671.49,818360.4
228,3586494220604830,12/17/2022,218163.36,591065.06
229,3586494220604830,4/21/2005,418439.45,493621.43
230,3586494220604830,9/18/2002,302620.21,336610.34
231,3586494220604830,8/13/2006,709542.66,197239.78
232,3586494220604830,5/19/2005,8190.82,409690.72
233,3586494220604830,7/30/2017,625148.59,557217.57
234,3586494220604830,9/18/2013,219079.29,458837.48
235,3586494220604830,10/17/2007,913504.21,555673.77
236,3586494220604830,4/21/2017,171060.57,37250.39
237,3586494220604830,7/4/2009,240671.69,488802.24
238,3586494220604830,10/20/2019,587273.6,629155.05
239,3586494220604830,5/19/2019,621749.22,673564.2
240,3586494220604830,4/12/2006,632012.1,20656.07
241,3586494220604830,6/1/2001,262156.8,735721.98
242,3586494220604830,3/8/2011,623278.18,218316.97
243,3586494220604830,3/17/2004,811389.04,677879.63
244,3586494220604830,2/21/2007,176911.79,955585.3
245,3586494220604830,3/6/2002,676755.72,508040.57
246,3586494220604830,1/7/2016,806680.25,550502.2
247,3586494220604830,1/15/2005,404982.92,521559.49
248,3586494220604830,3/17/2001,196690.45,485058.83
249,3586494220604830,8/12/2007,271796.52,826158.66
250,3586494220604830,7/26/2000,818541.05,26545.65
251,3586494220604830,11/27/2022,317882.69,888173.94
252,3586494220604830,3/25/2005,580034.6,578227.94
253,3586494220604830,3/11/2010,776028.64,702652.89
254,3586494220604830,1/5/2002,794228.14,302832.71
255,3586494220604830,4/4/2018,854641.92,693493.61
256,3586494220604830,2/28/2005,320969.1,430409.41
257,3586494220604830,11/29/2003,269424.53,532356.47
258,3586494220604830,11/17/2004,877247.21,115637.76
259,3586494220604830,3/31/2016,720553.9,77482.16
260,3586494220604830,11/8/2011,623794.58,82409.97
261,3586494220604830,10/18/2016,890900.14,963151.41
262,3586494220604830,9/13/2005,302741.11,72083.04
263,3586494220604830,9/5/2007,757170.87,808896.96
264,3586494220604830,4/20/2009,960865.43,787707.01
265,3586494220604830,3/17/2015,577605.44,556296.48
266,3586494220604830,6/17/2011,896782.65,635613.37
267,3586494220604830,11/18/2010,514381.77,337549.68
268,3586494220604830,11/11/2002,905379.32,714999.08
269,3586494220604830,8/19/2014,17105.4,808206.65
270,3586494220604830,1/8/2010,959087.99,987607.44
271,3586494220604830,11/19/2014,445585.15,716113.35
272,3586494220604830,10/22/2006,261650.73,176175.44
273,3586494220604830,3/18/2016,608826.46,400503.23
274,3586494220604830,6/29/2016,689968.28,343355.99
275,3586494220604830,10/11/2007,68346.65,765294.79
276,3586494220604830,12/19/2003,655292.04,525704.35
277,3586494220604830,1/3/2018,563297.31,648942.19
278,3586494220604830,8/20/2012,493729.11,469323.59
279,3586494220604830,2/7/2009,761780.38,787533.56
280,3586494220604830,7/19/2022,643831.56,754779.5
281,3586494220604830,10/21/2022,511471.16,770934.57
282,3586494220604830,4/18/2021,590681.86,936576.11
283,3586494220604830,12/16/2013,593539.92,674962.78
284,3586494220604830,11/1/2017,575663.78,943311.25
285,3586494220604830,5/16/2008,950350.9,765490.46
286,3586494220604830,7/14/2014,624655.93,504454.09
287,3586494220604830,3/6/2014,580137.61,277518.82
288,3586494220604830,1/31/2012,993738.06,499383.14
289,3586494220604830,6/19/2003,469831.21,572725.05
290,3586494220604830,7/19/2015,535287.15,934366.5
291,3586494220604830,9/17/2013,410294.67,671721.91
292,3586494220604830,12/28/2005,212262.58,73137.08
293,3586494220604830,2/19/2005,40803.59,634478.32
294,3586494220604830,12/25/2000,3064.84,482453.86
295,3586494220604830,11/20/2005,747169.79,427816.75
296,3586494220604830,8/4/2005,570663.99,788432.88
297,3586494220604830,3/13/2005,642568.92,504614.48
298,3586494220604830,3/19/2019,595608.51,302109.43
299,3586494220604830,5/9/2014,506649.9,899133.84
300,3586494220604830,12/6/2021,90205.49,755556.94
301,3586494220604830,7/11/2012,526181.08,371213.08
302,3586494220604830,1/29/2011,998287.02,110520.87
303,3586494220604830,9/25/2003,779673.04,973900.24
304,3586494220604830,7/24/2002,593009.41,838531.45
305,3586494220604830,2/18/2014,797552.95,640409.16
306,3586494220604830,2/1/2000,845533.6,570077.29
307,3586494220604830,5/30/2000,351862.91,514936.75
308,3586494220604830,11/10/2014,289976.76,63124.61
309,3586494220604830,6/8/2001,394903.9,388415.12
310,3586494220604830,7/31/2000,824441.6,751642.59
311,3586494220604830,7/17/2004,233544.58,847614.11
312,3586494220604830,9/3/2013,328476.57,156550.43
313,3586494220604830,3/16/2007,496173.42,734188.67
314,3586494220604830,8/6/2016,639793.03,597188.0
315,3586494220604830,9/13/2004,278695.6,767129.96
316,3586494220604830,3/31/2009,865233.41,640727.62
317,3586494220604830,4/12/2016,182557.19,299121.98
318,3586494220604830,2/19/2009,842216.74,477948.73
319,3586494220604830,12/12/2011,943367.08,326377.28
320,3586494220604830,2/15/2009,234660.82,294921.82
321,3586494220604830,11/29/2019,317265.75,905092.84
322,3586494220604830,10/3/2002,827927.26,637899.12
323,3586494220604830,8/20/2003,647863.0,335250.15
324,3586494220604830,4/19/2007,173292.04,35389.15
325,3586494220604830,5/13/2022,135989.31,427728.33
326,3586494220604830,6/8/2005,204147.73,738665.09
327,3586494220604830,10/27/2012,538720.13,472768.78
328,3586494220604830,5/5/2019,770789.24,965282.71
329,3586494220604830,10/14/2001,456171.22,131831.37
330,3586494220604830,6/1/2019,632016.66,761226.06
331,3586494220604830,12/13/2014,604488.33,949877.21
332,3586494220604830,2/4/2000,369340.98,657226.21
333,3586494220604830,7/12/2005,806947.94,694008.4
334,3586494220604830,12/4/2001,931863.05,687376.32
335,3586494220604830,4/11/2001,534789.23,951642.62
336,3586494220604830,12/9/2011,34650.68,915567.35
337,3586494220604830,12/6/2018,69844.7,867106.13
338,3586494220604830,7/5/2020,958772.74,869272.85
339,3586494220604830,11/11/2016,393327.5,226899.54
340,3586494220604830,1/24/2019,236281.12,213805.07
341,3586494220604830,2/26/2011,796123.77,264674.9
342,3586494220604830,10/21/2017,663611.18,737348.06
343,3586494220604830,7/17/2012,208282.03,29814.17
344,3586494220604830,1/28/2010,685915.88,668978.84
345,3586494220604830,4/14/2022,211903.01,962168.48
346,3586494220604830,10/18/2012,532725.33,851339.21
347,3586494220604830,3/27/2016,173854.93,35177.3
348,3586494220604830,4/20/2016,674545.77,730661.23
349,3586494220604830,5/15/2007,817774.06,542680.66
350,3586494220604830,5/13/2004,893948.71,658035.75
351,3586494220604830,6/3/2003,299231.24,344424.0
352,3586494220604830,10/22/2006,295777.12,507539.72
353,3586494220604830,10/27/2012,474156.79,757366.94
354,3586494220604830,8/10/2005,115863.82,300913.29
355,3586494220604830,10/24/2018,372281.46,124581.66
356,3586494220604830,3/7/2013,214214.63,400299.59
357,3586494220604830,9/2/2007,76596.54,364020.72
358,3586494220604830,2/8/2014,445532.85,675602.62
359,3586494220604830,5/27/2001,538551.34,797971.72
360,3586494220604830,12/12/2011,558665.94,498687.12
361,3586494220604830,4/24/2001,213299.13,2743.49
362,3586494220604830,2/21/2000,91098.52,3889.12
363,3586494220604830,12/21/2005,99270.42,998865.82
364,3586494220604830,3/5/2001,238666.51,452525.64
365,3586494220604830,5/21/2016,794576.2,674008.67
366,3586494220604830,4/22/2005,28356.08,275434.62
367,3586494220604830,11/6/2004,760689.99,363532.3
368,3586494220604830,6/13/2002,45869.33,218233.29
369,3586494220604830,6/18/2008,436340.0,526764.1
370,3586494220604830,10/24/2022,7704.02,610208.71
371,3586494220604830,8/28/2006,822423.27,742025.36
372,3586494220604830,3/26/2002,742487.14,750403.23
373,3586494220604830,12/23/2017,925757.97,601922.94
374,3586494220604830,6/15/2010,543058.09,483653.37
375,3586494220604830,12/12/2014,65398.1,618927.39
376,3586494220604830,3/14/2004,962583.59,243838.65
377,3586494220604830,2/28/2017,335062.36,813593.48
378,3586494220604830,5/7/2015,376298.54,85627.47
379,3586494220604830,7/9/2005,913745.44,465289.47
380,3586494220604830,2/28/2003,90146.74,445380.48
381,3586494220604830,12/12/2014,549508.99,446309.06
382,3586494220604830,5/25/2004,111560.14,454599.15
383,3586494220604830,7/11/2016,459561.45,780770.38
384,3586494220604830,7/8/2003,618060.08,661580.55
385,3586494220604830,6/1/2009,557856.66,355764.26
386,3586494220604830,10/13/2015,817594.8,210432.9
387,3586494220604830,9/3/2017,202001.27,752365.0
388,3586494220604830,12/20/2014,681042.01,510449.77
389,3586494220604830,1/21/2002,68324.63,169867.48
390,3586494220604830,7/1/2017,256572.64,227147.8
391,3586494220604830,5/5/2012,574384.29,409547.54
392,3586494220604830,9/24/2001,618602.84,525108.47
393,3586494220604830,11/4/2000,710251.28,582497.03
394,3586494220604830,2/7/2005,99905.13,337821.94
395,3586494220604830,12/3/2007,123051.09,776279.55
396,3586494220604830,6/15/2015,232517.85,516122.38
397,3586494220604830,1/21/2016,876739.74,569449.16
398,3586494220604830,1/29/2002,906756.17,85737.54
399,3586494220604830,6/8/2007,181309.97,26554.3
400,3586494220604830,2/1/2001,435448.45,351298.57
401,3586494220604830,4/9/2000,410591.71,989854.85
402,3586494220604830,5/21/2021,3970.28,591031.33
403,3586494220604830,6/2/2018,872409.63,91835.99
404,3586494220604830,2/16/2008,740154.65,207708.26
405,3586494220604830,7/29/2011,632222.46,905805.25
406,3586494220604830,5/16/2015,53062.82,800701.41
407,3586494220604830,6/9/2005,474106.92,210914.97
408,3586494220604830,2/18/2009,844464.16,2233.26
409,3586494220604830,8/28/2003,155553.45,557675.91
410,3586494220604830,5/16/2019,961613.13,355740.08
411,3586494220604830,6/3/2007,305873.23,581994.72
412,3586494220604830,4/26/2003,782411.03,588183.96
413,3586494220604830,3/14/2006,538380.47,608728.28
414,3586494220604830,11/12/2009,509639.28,27974.55
415,3586494220604830,9/27/2021,444934.82,426862.45
416,3586494220604830,1/2/2016,814631.79,863805.99
417,3586494220604830,12/27/2021,636331.47,168860.5
418,3586494220604830,10/29/2012,634577.53,986906.35
419,3586494220604830,5/11/2019,867898.68,789576.31
420,3586494220604830,2/18/2000,455576.43,100990.88
421,3586494220604830,7/14/2017,691750.15,247286.57
422,3586494220604830,2/7/2011,196482.98,818952.43
423,3586494220604830,10/24/2000,734441.48,303479.09
424,3586494220604830,5/21/2011,496313.52,66070.72
425,3586494220604830,10/2/2002,171357.01,476228.78
426,3586494220604830,3/5/2021,441782.99,180245.5
427,3586494220604830,12/19/2012,62736.03,301695.75
428,3586494220604830,11/15/2010,985630.4,498271.08
429,3586494220604830,10/29/2015,12560.74,560359.74
430,3586494220604830,12/15/2001,524321.44,504359.17
431,3586494220604830,11/6/2001,113660.16,195988.9
432,3586494220604830,7/22/2013,266512.21,55651.98
433,3586494220604830,12/16/2005,444411.54,90093.45
434,3586494220604830,12/17/2013,743192.22,279849.86
435,3586494220604830,3/8/2008,949334.56,628539.28
436,3586494220604830,2/16/2007,937151.39,75273.53
437,3586494220604830,9/5/2020,699177.09,714885.31
438,3586494220604830,9/14/2003,870715.75,801379.71
439,3586494220604830,2/27/2013,791147.06,278307.23
440,3586494220604830,8/7/2013,809100.9,199259.65
441,3586494220604830,11/9/2012,231765.35,816759.51
442,3586494220604830,5/3/2008,422206.56,458121.29
443,3586494220604830,8/3/2006,382716.77,191964.38
444,3586494220604830,10/12/2020,650503.62,626215.58
445,3586494220604830,4/3/2014,864946.17,286100.78
446,3586494220604830,9/10/2001,267788.81,969594.92
447,3586494220604830,7/16/2011,445914.93,402519.49
448,3586494220604830,2/4/2016,589345.45,371405.81
449,3586494220604830,7/14/2014,754862.9,257421.77
450,3586494220604830,8/6/2010,420719.41,537870.62
451,3586494220604830,8/30/2017,254503.91,494501.1
452,3586494220604830,9/25/2016,406431.62,423534.65
453,3586494220604830,5/15/2012,408674.06,901613.85
454,3586494220604830,7/23/2011,955323.12,327714.27
455,3586494220604830,2/13/2001,64856.96,740381.68
456,3586494220604830,2/15/2010,22012.43,959493.43
457,3586494220604830,6/16/2011,374833.71,395688.15
458,3586494220604830,10/1/2011,716659.07,811967.9
459,3586494220604830,7/15/2010,308780.3,42098.3
460,3586494220604830,3/12/2005,501587.9,259761.37
461,3586494220604830,3/1/2009,838386.89,238351.88
462,3586494220604830,1/21/2014,733505.44,787300.05
463,3586494220604830,7/31/2005,372951.81,487569.37
464,3586494220604830,2/27/2018,611289.58,379123.85
465,3586494220604830,12/31/2015,123713.25,929747.62
466,3586494220604830,8/13/2002,963594.5,500783.45
467,3586494220604830,1/21/2022,942581.24,17187.59
468,3586494220604830,12/19/2008,314570.59,354905.71
469,3586494220604830,11/21/2020,941137.58,420082.28
470,3586494220604830,2/23/2005,451136.85,495497.84
471,3586494220604830,1/22/2015,70440.74,203136.17
472,3586494220604830,3/15/2015,14646.92,988024.47
473,3586494220604830,10/20/2018,290530.29,103146.24
474,3586494220604830,12/6/2020,249071.67,293048.68
475,3586494220604830,4/9/2003,231067.03,326652.12
476,3586494220604830,12/17/2001,630471.78,901750.18
477,3586494220604830,10/2/2001,141954.02,459695.26
478,3586494220604830,1/15/2022,527504.66,555321.47
479,3586494220604830,4/10/2016,155201.91,520556.43
480,3586494220604830,7/27/2003,43178.87,628576.47
481,3586494220604830,7/9/2003,236033.27,74443.82
482,3586494220604830,1/12/2013,249565.74,305413.2
483,3586494220604830,2/9/2016,217923.13,626703.03
484,3586494220604830,6/14/2015,7208.61,230759.49
485,3586494220604830,10/31/2008,578962.47,680150.52
486,3586494220604830,10/4/2008,297270.58,379296.57
487,3586494220604830,12/15/2015,735998.18,644388.0
488,3586494220604830,4/10/2012,677293.76,154770.21
489,3586494220604830,1/4/2000,920362.72,344414.06
490,3586494220604830,10/20/2020,117332.31,742892.37
491,3586494220604830,5/21/2008,96380.81,802124.74
492,3586494220604830,5/24/2011,918341.49,335219.81
493,3586494220604830,8/9/2007,570629.6,567763.92
494,3586494220604830,9/11/2013,56654.19,492904.95
495,3586494220604830,2/3/2002,663166.92,238340.25
496,3586494220604830,9/10/2016,801054.19,679539.71
497,3586494220604830,12/24/2004,390834.8,693634.6
498,3586494220604830,10/11/2010,754024.59,798567.91
499,3586494220604830,10/14/2006,711768.33,309859.13
500,3586494220604830,5/22/2009,836534.91,212744.3
501,3586494220604830,12/30/2015,672701.49,476091.25
502,3586494220604830,4/17/2021,352376.69,73386.02
503,3586494220604830,2/13/2015,891793.39,513065.43
504,3586494220604830,6/18/2002,367101.14,505746.74
505,3586494220604830,5/27/2022,306524.9,699819.31
506,3586494220604830,2/21/2019,876540.63,817883.9
507,3586494220604830,11/18/2021,320983.83,308623.19
508,3586494220604830,4/10/2014,266142.35,715960.33
509,3586494220604830,12/3/2015,766582.72,543568.53
510,3586494220604830,4/10/2007,970888.15,459921.93
511,3586494220604830,4/10/2016,997857.27,143792.03
512,3586494220604830,12/4/2009,277745.24,93742.65
513,3586494220604830,7/30/2022,393316.75,884304.63
514,3586494220604830,6/15/2013,310052.59,897994.82
515,3586494220604830,1/26/2014,707194.77,760589.96
516,3586494220604830,5/20/2013,421257.42,285341.02
517,3586494220604830,1/29/2010,815391.21,475130.22
518,3586494220604830,5/12/2006,565792.53,805941.86
519,3586494220604830,8/6/2008,197640.18,414202.62
520,3586494220604830,6/16/2011,679651.21,79885.37
521,3586494220604830,4/1/2007,599560.9,345342.85
522,3586494220604830,9/3/2005,352212.76,486634.99
523,3586494220604830,10/14/2004,652360.4,288477.29
524,3586494220604830,6/20/2022,823529.19,694913.39
525,3586494220604830,5/10/2012,641030.21,143536.76
526,3586494220604830,5/11/2017,651995.47,778524.77
527,3586494220604830,11/3/2010,270407.14,740145.27
528,3586494220604830,6/12/2001,935254.99,976705.22
529,3586494220604830,11/23/2005,462749.74,795457.75
530,3586494220604830,8/18/2016,938394.98,950445.87
531,3586494220604830,11/30/2019,203856.71,537753.31
532,3586494220604830,8/2/2016,871693.66,839288.71
533,3586494220604830,1/20/2003,415219.78,478298.63
534,3586494220604830,6/24/2017,212131.95,231685.02
535,3586494220604830,10/16/2005,588303.15,818071.6
536,3586494220604830,6/3/2007,229910.76,494815.38
