id,nomor_rekening,nama_lengkap,tanggal_transaksi,jumlah_debit,keterangan
35,3575420401262968,Steve Stonbridge,12/28/2024,878002.63,Manual blender for smoothies and mixing ingredients on the go.
36,3530778323762934,Lenore Bunch,12/7/2024,955794.29,"Canned diced tomatoes, great base for sauces and soups."
37,5100140528978507,Andris Dalyell,8/12/2024,578592.14,Delicious cookies with cranberries and almonds in every bite.
38,3562146166632401,Paxon Paty,10/24/2024,230560.93,Shredded cabbage and carrots for coleslaw.
39,3575402737863743,Irma Mousley,2/3/2025,760505.54,Natural fruit spread bursting with real strawberry flavor.
40,3554077403604194,Jakob McAree,1/29/2025,254136.32,Portable folding camping chair with cup holder.
41,3542959846395560,Barbra Migheli,6/25/2024,237257.77,"Flavorful lentil soup, perfect for a quick meal."
42,3585997797063314,Correna Longmire,4/11/2025,393626.33,Assorted fruit-flavored gummy snacks that kids love.
43,0604968157490110571,Marwin Millan,8/19/2024,191227.12,Lint roller designed specifically for removing pet hair from furniture.
44,3531519463256702,Aharon Wiersma,12/8/2024,562311.01,"Soft pretzel bites, perfect for dipping in mustard or cheese sauce."
45,3577777799171822,Ralf Kelley,8/10/2024,104543.48,Set of five reusable fabric face masks.
46,3572551684847423,Michelle Extil,9/15/2024,555345.97,Plant-based protein powder for post-workout recovery.
47,5002355811168926,Nataniel Males,12/28/2024,103177.65,Eco-friendly toys for learning and imaginative play.
48,3553467957046325,Stephan Yendall,4/4/2025,927335.09,Water bottle that tracks your hydration levels.
49,3554247051873074,Max Whistan,11/26/2024,954410.53,Tool to check car engine codes and performance issues.
50,3563749392421082,Currie Kingham,4/25/2025,439516.48,Laundry bags perfect for delicates and organizing clothes.
51,3569414863593067,Lionello Carnew,4/14/2025,848126.76,Programmable pet feeder for scheduled meals.
52,560223942994075353,Rabi McIlhone,11/6/2024,43452.45,"Deliciously smoked salmon, great for bagels."
53,3558521309993405,Devy Syversen,8/17/2024,813654.4,Spreadable cream cheese with garlic and herbs.
54,4405034508433010,Bartholomeo Dixcey,6/8/2024,547524.02,Just add water for delicious brownies.
55,3555313925656753,Leontyne Sainer,11/16/2024,312860.63,Wireless microphone for singing and performances.
56,5134386413826422,Audrie Hedau,8/4/2024,681257.57,A blend of spices that brings the taste of fall to your baked goods.
57,3548930518011748,Sly Reichartz,10/26/2024,11231.48,GPS pet collar that helps locate your pet via smartphone app.
58,5602217342790756,Timofei Doring,5/14/2024,324538.72,Ziti pasta baked with marinara and parmesan cheese
59,3543511607413345,Caterina Manners,2/22/2025,540951.08,Elevated planter box for growing herbs or small plants easily.
60,5214210851402509,Andriana Valentinuzzi,2/10/2025,167111.53,"A mix of wild rice with herbs and spices, ready to serve."
61,5586081596638875,Huey Kightly,10/28/2024,970324.63,Cozy cable knit cardigan to layer during chilly evenings.
62,3552016096586823,Delmar Simione,12/20/2024,892730.46,Hanging bird feeder for backyard birds.
63,3543888170287029,Nathalie Holdron,7/25/2024,515277.08,A trendy cropped sweater perfect for a casual look.
64,341992581376908,Johny MacGuffog,10/22/2024,873832.31,Compact and stylish indoor/outdoor fire pit for ambiance.
65,5172716618883161,Chadwick Birtle,10/29/2024,438099.11,Illuminated vanity mirror with adjustable brightness settings.
66,5002357879101393,Ronalda Girauld,11/12/2024,118081.69,Marinated chicken breasts coated in a sweet honey mustard glaze.
67,3587033483842429,Christabella Coffin,3/3/2025,52546.21,"A hearty salad with lentils, veggies, and curry dressing."
68,4917253946379731,Lombard Ellingford,8/14/2024,336503.45,Organizational cubes for easy packing and travel.
69,490371728847674207,Dillie Hadgraft,9/8/2024,663352.7,"Healthy fruit snacks, made with real fruit."
70,6334275099219042,Dari Lindeberg,4/5/2025,888281.01,Compact laundry bag for travel use.
71,3584137572557807,Dwight Bamford,2/1/2025,474298.12,A staple v-neck t-shirt that pairs well with anything.
72,3587698589818356,Basile Bache,9/13/2024,569164.37,Classic fit blue jeans with a slight stretch for comfort and durability.
73,30303201110626,Bogey Stocks,7/3/2024,105097.37,Rich and creamy smoked Gouda cheese perfect for snacking.
74,3587741624499517,Vernor Longwood,8/19/2024,222078.93,Automatic water fountain for pets with filtration.
75,4026839242483587,Krisha Rolston,7/11/2024,925527.4,Lightweight and durable tent for camping trips.
76,4917849636664314,Arabella Roseaman,2/17/2025,625392.25,Fun fridge magnets to decorate your kitchen.
77,3546109042430052,Elaina Treace,11/17/2024,574540.54,Tangy whole grain mustard for sandwiches and dressings.
78,379929077937764,Ann-marie Reder,4/10/2025,495309.01,Waterproof cover to protect car seats from pet hair and dirt.
79,676236081419348266,Dory Camelli,1/21/2025,839148.43,64GB SD memory card for cameras and devices.
80,3579521238894976,Bobby Tunnah,12/26/2024,706771.61,Non-stick and reusable mats for easy baking.
81,4917618360261674,Lorna Fullilove,11/3/2024,417315.16,"Fine semolina flour, perfect for pasta and desserts."
82,3549598919894001,Delinda Palmar,8/22/2024,531510.46,Vacuum-insulated tumbler for beverages on the go.
83,3548455262205973,Belicia McGibbon,12/17/2024,605912.5,Double-sided art easel for painting and drawing.
84,4917002241141118,Cosimo Emptage,1/29/2025,287434.76,Versatile folding table great for events or outdoor activities.
85,4041378024954,Daile Eastment,1/25/2025,103264.67,Soft and cozy slippers for indoor wear.
86,560225735249500649,Ham Varsey,3/25/2025,418664.12,"A hearty soup filled with vegetables and herbs, perfect for a light meal."
87,373960027263429,Melitta Mathan,2/11/2025,985777.66,Convenient hooks that utilize door space for hanging items.
88,5893217136192229759,Cristian Streatfeild,3/6/2025,227730.28,Water-resistant laptop backpack with multiple compartments.
89,5555208803798674,Dill Villalta,8/9/2024,742671.2,Lightweight and moisture-wicking racerback tank for workouts.
90,67612265464332913,Flore Shrawley,1/17/2025,314534.71,Delicious cookies packed with oats and raisins.
91,201706065867839,Sacha Sancho,7/10/2024,805688.71,Stainless steel travel mug that keeps drinks hot or cold.
92,490532724388239209,Rabi Saunderson,2/16/2025,861972.33,7-in-1 multi-cooker for versatile cooking.
93,633110019289894003,Stephan Palke,6/16/2024,478390.54,"Ready-to-eat avocado slices, perfect for tacos."
94,3534947103931722,Sarita Tarpey,9/23/2024,680663.53,Lightweight tennis racket for beginners and advanced players.
95,4911174914457323,Ira Aronoff,12/31/2024,975935.7,"Extra virgin olive oil, ideal for cooking and salads."
96,5602220833818706,Aurel Weber,7/10/2024,376265.47,3D model puzzle kit for creative builders.
97,3553704482541465,Kristyn Lafrentz,3/12/2025,891452.71,"Expandable caddy for holding books, phones, and snacks while in the bath."
98,5002352750611958,Josi Rupp,10/16/2024,172003.36,Make delightful blueberry muffins at home with this easy mix.
99,5108751597627486,Sonnie Whitfeld,2/24/2025,656819.21,Spicy cauliflower bites for a vegetarian snack.
100,3547637083543937,Shana McNelis,10/25/2024,518395.13,Windshield sunshade for car interior protection.
101,3581878172725855,Gusti Nerne,10/26/2024,33194.91,Durable backpack designed for hiking and outdoor excursions.
102,6374912681795408,Ferdinand Stuckley,7/19/2024,879979.5,Twisted pasta perfect for salads and pasta dishes.
103,5007663802212800,Ros Kilduff,10/17/2024,117757.79,Prevent water damage with drip trays for potted plants.
104,6331106930407750722,Hartley Cicchillo,6/26/2024,798679.67,"Freshly baked bagels, perfect for breakfast or snacks."
105,5100176174701074,Elyse Geary,4/22/2025,805398.61,UV sanitizer that kills germs on your smartphone.
106,3553766962158441,Tobie Kinsley,2/15/2025,594248.81,Compact keyboard for tablets and smartphones.
107,3551891032870346,Witty Neal,8/15/2024,939662.7,Quality scissors designed for easy pet grooming.
108,201877078296512,Dorelia Van der Veldt,11/12/2024,450421.34,"A refreshing drink mix that combines sweet raspberries and tart lemons, perfect for summer."
109,670682585572767296,Vivie Jaggar,10/11/2024,815921.22,Stylish and functional backpack for school or trips.
110,5602250898508603,Coralie Vedishchev,6/22/2024,583979.57,"Spiralized zucchini, a healthy alternative to pasta."
111,6334979949408851196,Querida Auchinleck,8/5/2024,101757.52,Bold graphic hoodie featuring a comfortable fit and soft fabric.
112,5610194566361681247,Yves Deeble,10/12/2024,199193.55,Compact wireless printer for home use.
113,5530082057524957,Martino Laboune,10/11/2024,544944.44,DIY kit to make your own elderberry syrup.
114,201882281312536,Hebert Brennen,8/7/2024,754961.73,"Soft flannel shirt with a timeless plaid pattern, perfect for layering."
115,4917709805186988,Fiann Jackalin,2/25/2025,700427.18,"Wide egg noodles, perfect for casseroles and soups."
116,201477320910489,Artemas MacAscaidh,12/27/2024,97214.73,Silicone tea infuser for brewing loose leaf tea.
117,3585767621984666,Celestyna Wicher,3/14/2025,823889.01,A convenient powder mix combining greens and fruits for smoothies.
118,3540643621868643,Catharina McKinn,9/2/2024,567461.05,Everything you need for maintaining a healthy beard.
119,3529963949892447,Wheeler Trevethan,1/5/2025,236620.42,Unique coffee brewing method for a flavorful experience.
120,337941054894703,Orren Rubertelli,12/31/2024,483530.6,Digital scale for precise cooking measurements.
121,3585395429344196,Taber Mease,6/19/2024,566922.32,Weighted jump rope that counts jumps and calories burned.
122,3550665247705625,Lucienne Wadly,12/4/2024,344942.89,Soft and cozy slippers for indoor wear.
123,3572999515312002,Tades Plain,5/9/2025,390760.2,Complete grooming kit for dogs and cats.
124,3546326684830973,Mariel Mildenhall,6/1/2024,737606.02,Versatile puff pastry for pies and pastries.
125,4348591598882,Jacklyn Pinnock,11/18/2024,598285.21,Adjustable phone mount for car dashboard.
126,6762930060707844,Alastair Illesley,5/24/2024,110859.38,Unsweetened cacao powder for baking and smoothies.
127,374622506445294,Dael Petche,8/21/2024,145800.1,Eco-friendly bamboo cutting boards in various sizes.
128,3555081674595213,Kermy Henrys,9/4/2024,84213.73,Fresh sliced strawberries for toppings or snacking
129,201993107121793,Jarad Triplet,7/13/2024,887642.69,"Flavorful lentil soup, perfect for a quick meal."
130,30583380250810,Tabbatha Crecy,9/15/2024,680543.25,Rotating spice rack with 20 spice jars.
131,633305605607762669,Moritz Lavallin,9/25/2024,81661.6,"Fudgy brownie bites, perfect for sharing or snacking."
132,3576602187517900,Dianna Leindecker,1/30/2025,72566.82,Portable fire pit for backyard gatherings.
133,30557718837480,Camel Andreini,7/29/2024,632584.18,Bright flashlight with rechargeable batteries included.
134,3545481467553945,Tiler Bariball,11/25/2024,982949.43,Breathable linen trousers perfect for hot weather.
135,4911740546415234435,Sylvan Wallsworth,12/18/2024,712341.33,A classic denim jacket that never goes out of style.
136,493676901462792309,Christoper Cattanach,3/10/2025,341358.39,Creamy macaroni and cheese baked to perfection.
137,201734583909727,Krissy Baselli,9/20/2024,330057.33,Crispy pastry filled with seasoned vegetables.
138,3576421157420189,Joice Mussetti,2/18/2025,290484.68,Spicy and flavorful curry paste for authentic Thai dishes.
139,5602226515736928832,Benjy Ben,12/19/2024,629115.22,"Sustainable tank top made of bamboo cotton, offering breathability and comfort."
140,5018426617475146,Kip Vasyutochkin,5/11/2025,417513.18,Protective case for wireless earbuds.
141,5038723688589730,Rakel Cleeton,7/28/2024,43626.6,Smart speaker with Alexa and music streaming features.
142,3547331995294728,Berna Worssam,11/18/2024,121053.21,Fun fridge magnets to decorate your kitchen.
143,374283371861410,Berri Fitzer,3/21/2025,342307.43,Portable and lightweight umbrella for protection from rain.
144,3569513048929870,Zacharias Reade,9/16/2024,625560.71,Fresh greens and veggies for a quick Asian-inspired salad.
145,3546717873850550,Malchy Pauls,8/6/2024,904560.78,A delicious chicken dish featuring honey and sesame flavors.
146,3554549351198965,Alica McGann,10/4/2024,910333.3,Fast and convenient air pump for inflating toys and furniture.
147,3530919653627491,Tito Valentinetti,5/26/2024,825163.58,Tender carrots glazed with a sweet maple sauce.
148,3528227551261825,Philippa Garred,12/5/2024,620413.36,"A zesty salad with black beans, corn, and chipotle dressing."
149,3573362338288371,Arni Eaglesham,1/17/2025,502789.41,Elegant glass teapot for brewing loose tea.
150,0604076625371891351,Rolf Kitcat,12/21/2024,529478.63,Comfortable camping mattress that inflates automatically.
151,676390486900994001,Zsazsa McNeely,1/15/2025,597876.97,Savory lentil chips with BBQ flavor
152,56022350903265523,Noel Lude,2/16/2025,854395.06,Stylish bar stools with adjustable height and swivel features.
153,3528571001935631,Domingo Arch,7/19/2024,110274.87,Durable cable for connecting devices with high-definition video.
154,670957221147834308,Myles Kulas,9/13/2024,414916.45,Electric foot massager with heat settings.
155,5602224334820176635,Winfield McKew,6/14/2024,543439.82,Adjustable laptop stand for better ergonomics.
156,5430312508538749,Cordell Lempertz,3/6/2025,652292.22,Instant pressure cooker with multiple cooking settings.
157,56022548831268705,Milt Conyard,6/17/2024,206801.2,Lightweight leaf blower for maintaining outdoor spaces.
158,4911638255001593668,Bruce Woodwind,8/25/2024,701870.24,500-piece jigsaw puzzle featuring beautiful scenery.
159,3544559709727830,Jamie Sidnall,5/9/2025,47103.58,A zero-calorie coconut oil spray for cooking and baking.
160,5602256585838484,Charlene Castellan,2/20/2025,652829.06,Wi-Fi enabled plug for controlling devices from your smartphone.
161,67619712536345988,Becky Schober,11/27/2024,264282.0,Marinated chicken grilled with lemon and herbs.
162,5010126901006965,Arlin Francomb,5/8/2025,569763.11,Organizational cubes for easy packing and travel.
163,6767343123588836,Darill Wield,10/26/2024,248420.1,Tidy storage solution for rechargeable batteries.
164,5048376642044538,Melita Kochs,9/20/2024,935299.58,"Canned chickpeas, perfect for hummus or salads."
165,337941357171189,Alexandra Ville,1/29/2025,779879.93,Gluten-free biscuits made with almond flour.
166,36418686530066,Constance Dominguez,11/19/2024,373551.17,Marinated chicken grilled with lemon and herbs.
167,201469422110563,Myrlene Kennler,1/14/2025,536637.54,"A comfortable crew neck sweater, great for all seasons."
168,589383038879239498,Sidnee Reyner,1/25/2025,421848.24,Delicious pie filled with coconut cream and topped with whipped cream.
169,6706806430838182930,Dom Chamberlen,6/9/2024,738606.08,"Trendy high-low tee with a relaxed fit, ideal for weekends."
170,372301698334069,Peggie Schubuser,12/9/2024,829489.82,Ergonomic wireless mouse with adjustable DPI.
171,6304284615913746,Kristo Correa,12/12/2024,111094.03,Non-contact thermometer for quick and easy temperature readings.
172,3536992714820441,Ulla Jubb,7/17/2024,656690.49,"A light and tangy dressing with poppy seeds, perfect for salads."
173,4026120813928734,Daniella Tuckerman,5/7/2025,345442.33,A flavorful barbecue sauce with a sweet and spicy kick.
174,6304659387912225971,Brandon Thews,1/28/2025,130742.15,Delicious frozen pizza with a variety of toppings.
175,30505600196150,Dareen Dederich,5/23/2024,344802.5,Lightweight water filter for outdoor adventures.
176,5641827219826909064,Geraldine Augar,8/26/2024,983050.43,Cute dispenser for bathrooms or kitchens featuring paw prints.
177,3585156058163152,Clemmie Hallam,3/12/2025,891910.69,Complete sculpting tools for artists.
178,5602213107091530,Mariejeanne Ely,3/12/2025,423448.15,A convenient powder mix combining greens and fruits for smoothies.
179,6377539900250548,Justus Crunkhurn,6/30/2024,1189.43,Bold graphic hoodie featuring a comfortable fit and soft fabric.
180,374283549801066,Irita Merritt,5/22/2024,141540.65,Complete set of gardening tools for all your needs.
181,5535226543034056,Cort Strainge,12/4/2024,10154.6,Convenient carrier for transporting yoga mat.
182,5100149078196287,Ryon Gagg,10/22/2024,168805.96,"Savory pizza filled with pepperoni and cheese, ready to microwave."
183,6374082451727005,Debbie Steinor,5/11/2025,178833.87,Water-resistant Bluetooth speaker for showers.
184,3544156765443087,Essie Forkan,7/12/2024,23840.1,Crunchy pretzels dipped in rich dark chocolate.
185,3542059806958174,Cynthia Maccrae,12/12/2024,595601.0,"A comfortable henley shirt made of soft cotton, perfect for casual outings."
186,5602248525934507,Cooper Christopher,6/3/2024,854372.21,"Unsweetened apple sauce, great for snacks or baking."
187,5100136920674892,Norry Try,3/14/2025,42532.54,"Rich and tangy balsamic vinegar, perfect for dressings."
188,30286593700155,Grazia Kuzma,7/7/2024,276328.09,Delicious frozen pizza with a variety of toppings.
189,5602211225272511,Fabien Minghella,12/10/2024,901082.08,"Tangy green salsa made with tomatillos, perfect for tacos."
190,4508240666206686,Tandie Kobierra,8/25/2024,58284.39,Comfortable gaming headset with surround sound.
191,30244473422085,Reeba Abercrombie,4/28/2025,22076.86,"Deliciously smoked salmon, great for bagels."
192,3540998843670395,Kevon Clare,4/15/2025,565002.51,Large inflatable pool for summer fun in your backyard.
193,341833028825372,Elianora Chalfain,7/3/2024,671888.02,Natural sweetener for baking and cooking.
194,3560011985882169,Chastity Northin,3/1/2025,235097.25,"A zesty salsa made from ripe avocados, tomatoes, onions, and jalapeños, great for dipping or topping."
195,36342018442917,Gerald Gilfether,4/6/2025,170711.91,Keep bugs out while allowing fresh air in during summer.
196,3561621221061359,Dorris Rodolico,4/20/2025,271645.48,Hanging bird feeder for backyard birds.
197,3561825703025507,Brew Faireclough,8/21/2024,39881.68,Secure phone mount for your vehicle's dashboard.
198,374288489639111,Dorie Quarton,9/12/2024,256080.72,Compact waffle maker for perfect small waffles.
199,4913662414340526,Gray Mack,10/27/2024,35564.78,Soft corner protectors to keep babies safe at home.
200,3541128358893047,Valentina Standidge,11/2/2024,621483.04,Indoor putting green for practicing your putting skills.
201,3582622705459460,Celle Nann,5/26/2024,615421.39,Rich sauce for desserts and ice cream.
202,0604957089600337344,Reg Togher,1/29/2025,856091.36,High-quality leather wallet with multiple compartments.
203,5151352715856531,Graeme enzley,8/14/2024,251235.68,Tangy salsa made from tomatillos and peppers.
204,5602252203727589,Isidora Spadari,6/2/2024,961795.17,Rich and flavorful pasta sauce made with ripe tomatoes and basil.
205,4936078102050884,Dorey Bessell,6/11/2024,449148.33,Thick and durable mat for workouts and yoga.
206,675907971127883648,Hartwell Cosslett,11/8/2024,576626.97,Ready-to-bake cookie dough packed with chocolate chips.
207,4917702570110333,Kenton Winterburn,3/23/2025,698145.04,Nutty granola bars for healthy snacking.
208,3543876029395523,Flem Ashplant,12/3/2024,588747.23,"Light and crispy baked chips, a healthier snack option."
209,3575850971514986,Cindee Rignoldes,4/8/2025,363001.56,Multi-functional tool for emergency situations in the car.
210,3543864129029440,Katrine Lewty,7/25/2024,379136.65,"A frozen meal featuring quinoa and mixed vegetables, ready to heat and eat."
211,374288256055111,Hoyt Dedon,2/22/2025,901640.67,"Durable, unbreakable wine glasses for outdoor use."
212,676259273103736680,Casper Scandrite,9/16/2024,578146.89,Portable bed for pets while traveling.
213,3561101651963523,Burton Rolling,10/26/2024,354603.43,Light and fluffy popcorn coated in sweet honey butter.
214,5525661056342573,Tobit Zellner,2/2/2025,504558.25,Oatmeal made with savory spices and vegetables.
215,6371392737539477,Rosene Sannes,12/31/2024,802842.34,Large wall planner for organizing schedules.
216,5610779684501117,Sheelagh Plampin,11/14/2024,434936.03,"Fluffy couscous seasoned with a blend of herbs, perfect as a side dish."
217,3580729673188310,Maxy Bembrick,10/4/2024,168582.32,Dairy-free yogurt made from coconut milk.
218,372301303040127,Giraldo Tryme,1/18/2025,753942.43,A colorful printed maxi skirt for a bohemian look.
219,5602227442049789,Roley Gummow,1/22/2025,346606.75,"Tangy green salsa made with tomatillos, perfect for tacos."
220,3555348115762755,Teddy Dumsday,6/2/2024,134355.93,Removable wall art stickers for home decoration.
221,3564324775363050,Lurline Elger,3/3/2025,577617.28,"Soft and warm corn tortillas, perfect for tacos and burritos."
222,3568176342477615,Darleen Boxall,6/30/2024,562613.25,Space-saving colander for rinsing fruits and vegetables.
223,6397197408754986,Huntington Tuerena,8/5/2024,65107.74,Soft foam blocks perfect for building and imaginative play.
224,4026984247165431,Zsazsa Savege,4/26/2025,567255.88,Compact digital camera with 20MP resolution.
225,3561331691481794,Fonz Elham,12/10/2024,136389.59,Creamy soup full of rich mushroom flavor.
226,5020981057794124822,Bary Gresser,3/2/2025,612065.78,A healthy vegan cheese alternative packed with nutrients and flavor.
227,3562877105725787,Haily Klimashevich,3/2/2025,120539.69,"Crispy mini pretzels, a great snack any time of day."
228,5108756463186541,Findley Dillway,4/22/2025,371608.42,Nutritious chia seeds great for smoothies
229,30572467536662,Rosina Ricardot,11/8/2024,477431.27,Sturdy camera tripod for professional photography.
230,3540021966350230,Roslyn Bratton,5/4/2025,879028.5,Creamy honey mustard sauce for dipping or dressing.
231,060484925581327563,Evelyn Sebrook,12/24/2024,646272.49,Bold combat boots that make a statement with any outfit.
232,3558856316757694,Birk Seckom,4/3/2025,156270.26,"Spicy chili in a can, ready to eat for a filling meal."
233,6304511559939802,Vale Alkins,9/14/2024,828181.51,Classic wooden puzzle game for kids and adults.
234,345894793242892,Joey Axe,7/15/2024,916639.64,Creamy hummus made with sweet peas and tahini.
235,30486718550523,Agustin Paal,12/29/2024,305893.66,"Wide egg noodles, perfect for casseroles and soups."
236,30267996089735,Lorita Bourrel,5/16/2024,112022.18,Delicious veggie burger patties for grilling or frying.
237,30089861781190,Jinny Hacquoil,6/23/2024,60349.94,Hearty casserole with beef and enchilada sauce.
238,36061693726150,Monah Lindgren,4/16/2025,190445.9,Lightweight and portable chair for camping or events.
239,3572326791405948,Octavius Niblo,6/22/2024,732393.07,Bell peppers stuffed with rice and vegetables
240,5602221916874434,Ingar Lugg,3/28/2025,108235.17,Supportive pillow designed for a good night's sleep.
241,3539201827439108,Virgina Chaulk,7/31/2024,106813.81,Rich and tangy dressing perfect for salads.
242,3582547031860166,Isidor Stallworthy,5/6/2025,646512.46,Unsweetened coconut flakes for baking and topping.
243,5602235776814793,Krysta Janicki,5/28/2024,132295.86,"Complete kit with crayons, markers, and paper for young artists."
244,3577277455505470,Ode Pinwill,4/13/2025,917781.71,Sweet and tangy honey mustard dip for snacks.
245,5100134984739867,Mayer Goldspink,5/22/2024,443098.94,Delicious apple sauce with a hint of cinnamon
246,56102898199011061,Marina Nigh,12/25/2024,949023.25,Durable speaker designed for outdoor use with water resistance.
247,6375145198191253,Neile De Bruin,2/7/2025,182528.48,"A hearty soup made with lentils, coconut milk, and a blend of spices for a tropical flavor."
248,5602224220495437230,Dorolisa Freeborn,1/13/2025,241390.64,7-in-1 multi-cooker for versatile cooking.
249,502046183821533739,Ibbie Saye,6/4/2024,965830.74,Adjustable LED desk light with brightness settings.
250,6331108475120067,Dasi Birtonshaw,7/12/2024,785878.77,Set of brush pens for colorful and creative painting.
251,3545240063191694,Francklyn Deme,1/10/2025,314350.03,Lightweight and portable folding table for camping or picnics.
252,30331898105849,Maia Ducham,12/1/2024,749648.5,Relieve muscle tension and soreness with this foam roller.
253,67639122706363595,Robinett Losebie,12/25/2024,31475.18,Nutritious snack bar made with almond butter and protein.
254,5152988894277293,Clim Minchindon,1/10/2025,700422.41,Learning tablet with kid-friendly educational apps.
255,30206282953501,Brigit Norridge,10/5/2024,732005.75,Effective laundry detergent for a deep clean.
256,5108757210614314,Clemmie Goldthorpe,12/22/2024,70191.02,"A fresh salad made with black beans, corn, and a zesty dressing, great for summer cookouts."
257,5100149639914681,Sinclare MacKeague,9/3/2024,206407.68,Eco-friendly generator for outdoor adventures.
258,6759328588916426798,Gerri Harses,1/10/2025,510716.5,A rich coconut curry sauce perfect for simmering vegetables or meats.
259,5002353810861518,Kata Tomson,7/9/2024,838482.56,Device that tracks soil moisture and provides care tips.
260,3576522578658990,Martino Ebhardt,4/4/2025,339425.84,Crunchy granola clusters mixed with nuts and honey.
261,501886033483362510,Erny Quickfall,3/23/2025,613501.05,Wearable diffuser for scenting your space and body.
262,3570976511090479,Freedman Orto,5/28/2024,441501.25,Baking mix to create your favorite Samoa-style cookies at home.
263,4911695868999084,Eudora Slight,12/23/2024,665763.69,Protective case for wireless earbuds.
264,3553909448074549,Bart Bartoletti,1/13/2025,597657.39,A convenient meal kit for making a delicious beef taco skillet at home.
265,5602250116860309227,Orin Grestie,1/27/2025,627398.6,"Creamy cheese with a spicy kick, perfect for sandwiches."
266,3557725352391547,Reinaldo Northey,9/30/2024,782579.79,"Freshly sliced cucumbers, great for salads or snacking."
267,344487817948650,Marja Petre,9/27/2024,323560.73,Effective laundry detergent for a deep clean.
268,676384410552211025,Bernita Burberye,1/24/2025,858563.54,Non-stick utensils for safe and easy cooking.
269,5002354663229761,Rhona D'Arrigo,8/21/2024,938393.43,"High-density, non-slip yoga mat for stability and comfort."
270,30224094556974,Thorpe Brackpool,1/30/2025,990922.76,Compact yoga mat that folds for easy storage and transport.
271,4658329247440,Winfield Ogden,4/20/2025,377876.22,A chic leather crossbody bag for everyday use.
