id1,id2,tgl_transaksi,jumlah_debit,jumlah_kredit
51,5602219009751139,5/22/2006,612021.66,93923.79
52,5602219009751139,4/22/2022,692175.79,43513.06
53,5602219009751139,11/29/2018,817422.17,256448.43
54,5602219009751139,2/29/2000,755270.8,850718.68
55,5602219009751139,2/1/2008,713768.89,66457.54
56,5602219009751139,10/1/2014,769582.39,273608.72
57,5602219009751139,3/27/2011,430871.44,453659.05
58,5602219009751139,9/18/2004,695237.91,197832.93
59,5602219009751139,6/25/2022,606038.2,516123.13
60,5602219009751139,7/15/2017,444628.81,998104.33
61,5602219009751139,4/3/2005,531012.03,253768.46
62,5602219009751139,5/27/2013,872796.91,370051.62
63,5602219009751139,6/13/2006,882350.64,520576.03
64,5602219009751139,6/6/2005,307553.94,142150.39
65,5602219009751139,9/28/2015,491319.03,364875.4
66,5602219009751139,11/17/2022,807254.88,895929.04
67,5602219009751139,3/2/2006,243641.26,906607.84
68,5602219009751139,7/12/2015,493180.27,107435.59
69,5602219009751139,12/29/2020,74740.36,944333.8
70,5602219009751139,6/14/2012,501517.45,993747.39
71,5602219009751139,3/25/2018,525771.05,689297.15
72,5602219009751139,5/1/2017,670875.37,565161.05
73,5602219009751139,12/19/2006,536972.28,204504.3
74,5602219009751139,7/23/2000,447754.78,997676.6
75,5602219009751139,1/16/2014,831040.8,794016.9
76,5602219009751139,2/24/2006,565086.14,118367.16
77,5602219009751139,4/25/2016,535317.39,49490.89
78,5602219009751139,9/4/2010,927852.6,308977.51
79,5602219009751139,6/29/2000,553326.02,41568.43
80,5602219009751139,1/26/2006,875642.98,636007.05
81,5602219009751139,7/11/2003,442779.55,597435.96
82,5602219009751139,1/7/2021,332920.92,245644.37
83,5602219009751139,8/6/2007,500954.46,678176.47
84,5602219009751139,8/6/2012,451962.0,228177.79
85,5602219009751139,11/8/2022,242072.71,841184.63
86,5602219009751139,6/28/2018,77268.74,179228.84
87,5602219009751139,12/24/2021,449757.24,537025.59
88,5602219009751139,1/9/2004,381667.05,515157.56
89,5602219009751139,8/21/2013,411715.67,698458.32
90,5602219009751139,11/21/2009,618719.74,972157.31
91,5602219009751139,8/8/2014,209469.74,143414.82
92,5602219009751139,11/16/2022,367354.7,16811.8
93,5602219009751139,9/19/2001,473838.73,114131.69
94,5602219009751139,4/8/2018,555307.64,636134.64
95,5602219009751139,9/14/2020,13037.53,553708.15
96,5602219009751139,6/15/2018,584072.66,350301.33
97,5602219009751139,1/11/2021,726526.27,812939.18
98,5602219009751139,5/7/2011,703499.28,238295.32
99,5602219009751139,1/13/2004,504182.05,599153.6
100,5602219009751139,4/1/2005,517137.07,970102.38
101,5602219009751139,10/1/2014,54380.19,804774.05
102,5602219009751139,3/31/2006,926924.89,113334.94
103,5602219009751139,2/22/2007,712005.65,58293.59
104,5602219009751139,2/24/2016,516304.68,986220.08
105,5602219009751139,8/23/2010,450262.01,76538.49
106,5602219009751139,9/18/2001,658635.58,555840.29
107,5602219009751139,11/27/2010,999941.35,724852.21
108,5602219009751139,3/1/2010,33711.61,894284.33
109,5602219009751139,5/6/2020,925919.84,439746.44
110,5602219009751139,12/7/2010,441805.77,359051.1
111,5602219009751139,8/17/2011,965625.99,137813.29
112,5602219009751139,2/10/2004,470599.76,842445.93
113,5602219009751139,1/31/2016,233634.55,995615.31
114,5602219009751139,10/31/2012,570964.32,397307.4
115,5602219009751139,4/10/2008,134536.73,934296.05
116,5602219009751139,1/6/2022,310043.24,383838.14
117,5602219009751139,3/24/2015,973517.44,536166.97
118,5602219009751139,3/3/2021,402367.9,280236.21
119,5602219009751139,10/22/2007,497561.29,52940.36
120,5602219009751139,4/24/2004,87392.1,627044.63
121,5602219009751139,12/14/2003,169386.64,10405.25
122,5602219009751139,5/7/2007,139537.57,34082.06
123,5602219009751139,4/2/2008,526953.21,805754.4
124,5602219009751139,12/10/2012,866973.18,521851.26
125,5602219009751139,7/19/2006,450927.56,857404.78
126,5602219009751139,3/14/2012,374585.46,897533.45
127,5602219009751139,1/18/2011,316710.48,544070.48
128,5602219009751139,7/31/2019,371178.35,794032.97
129,5602219009751139,10/5/2022,530163.24,719892.74
130,5602219009751139,7/9/2007,907713.28,721757.33
131,5602219009751139,6/16/2002,399108.9,9874.32
132,5602219009751139,12/6/2015,829639.45,746469.05
133,5602219009751139,11/20/2013,474502.31,556158.86
134,5602219009751139,3/4/2005,15635.77,769683.65
135,5602219009751139,3/2/2000,887288.68,607400.75
136,5602219009751139,12/29/2005,336306.8,591266.21
137,5602219009751139,11/7/2004,371828.84,235230.44
138,5602219009751139,5/28/2018,718121.93,187741.79
139,5602219009751139,9/26/2000,88506.37,135421.89
140,5602219009751139,4/26/2021,245315.22,655872.7
141,5602219009751139,2/22/2010,696646.33,537179.68
142,5602219009751139,5/1/2002,452815.21,34365.2
143,5602219009751139,2/15/2016,377061.77,963513.79
144,5602219009751139,1/17/2000,865972.8,6199.21
145,5602219009751139,6/27/2011,954932.98,242133.95
146,5602219009751139,12/18/2018,84644.59,581485.14
147,5602219009751139,11/10/2022,252198.52,745396.23
148,5602219009751139,8/28/2014,681740.43,739826.52
149,5602219009751139,2/9/2007,875288.78,328354.75
150,5602219009751139,9/1/2019,132572.19,445951.52
151,5602219009751139,5/27/2009,853710.54,225813.15
152,5602219009751139,7/9/2001,895709.39,729367.59
153,5602219009751139,10/17/2020,798785.12,174688.32
154,5602219009751139,3/13/2014,744865.72,19101.16
155,5602219009751139,10/5/2012,160131.85,230867.57
156,5602219009751139,11/17/2001,725628.79,634411.4
157,5602219009751139,7/19/2012,179325.33,122749.07
158,5602219009751139,12/29/2010,216988.33,941966.11
159,5602219009751139,12/27/2013,30119.69,186743.31
160,5602219009751139,4/24/2021,909626.74,286344.14
161,5602219009751139,4/7/2012,256278.46,600734.68
162,5602219009751139,3/25/2019,218782.81,235346.11
163,5602219009751139,1/16/2019,48466.48,458241.44
164,5602219009751139,5/5/2005,613675.4,625239.78
165,5602219009751139,4/11/2003,505838.12,392382.67
166,5602219009751139,12/31/2019,942573.3,118222.72
167,5602219009751139,2/7/2017,6059.73,330465.08
168,5602219009751139,2/23/2012,564380.45,896293.0
169,5602219009751139,5/11/2018,902989.02,852913.36
170,5602219009751139,5/2/2012,383172.79,626439.26
171,5602219009751139,5/4/2012,558359.74,442039.45
172,5602219009751139,10/8/2006,274409.68,491531.12
173,5602219009751139,4/15/2016,324701.23,748629.39
174,5602219009751139,12/10/2014,843389.64,901750.55
175,5602219009751139,5/10/2001,639071.64,382959.04
176,5602219009751139,11/11/2018,227301.96,841972.6
177,5602219009751139,10/4/2020,738700.9,608372.97
178,5602219009751139,1/31/2016,484392.95,265760.59
179,5602219009751139,9/21/2008,467583.99,727713.75
180,5602219009751139,4/19/2012,679912.5,173603.29
181,5602219009751139,3/14/2016,538958.8,275863.23
182,5602219009751139,6/16/2014,662027.66,302332.69
183,5602219009751139,8/13/2002,854749.99,430670.42
184,5602219009751139,11/23/2020,121306.1,331672.84
185,5602219009751139,2/4/2014,556739.96,6721.99
186,5602219009751139,3/14/2014,233789.76,955098.17
187,5602219009751139,5/1/2022,478532.02,161552.32
188,5602219009751139,5/31/2021,540346.11,42953.6
189,5602219009751139,3/3/2022,458167.68,56330.6
190,5602219009751139,12/24/2000,590538.44,420229.62
191,5602219009751139,12/19/2020,636220.22,176304.96
192,5602219009751139,11/10/2008,254550.92,382628.67
193,5602219009751139,4/14/2021,338043.79,430649.27
194,5602219009751139,2/28/2013,527024.5,73474.13
195,5602219009751139,1/8/2002,375900.27,978984.29
196,5602219009751139,11/21/2009,707230.55,129622.06
197,5602219009751139,4/12/2016,400044.96,50605.06
198,5602219009751139,9/23/2008,62453.73,670279.36
199,5602219009751139,6/24/2014,11161.83,511333.45
200,5602219009751139,6/23/2012,323986.4,424977.86
201,5602219009751139,11/17/2016,739398.87,765540.09
202,5602219009751139,5/12/2017,5850.5,472839.12
203,5602219009751139,1/29/2003,586341.65,33084.81
204,5602219009751139,10/31/2003,844116.15,316252.56
205,5602219009751139,4/17/2010,236132.34,645869.13
206,5602219009751139,11/20/2022,998258.96,620114.47
207,5602219009751139,10/31/2005,499700.71,711156.02
208,5602219009751139,1/31/2012,154642.85,927362.99
209,5602219009751139,1/30/2007,831441.42,878487.28
210,5602219009751139,1/16/2012,899203.13,475712.23
211,5602219009751139,2/8/2010,365944.76,469151.52
212,5602219009751139,8/15/2011,36420.63,829783.8
213,5602219009751139,8/16/2011,109905.5,423287.61
214,5602219009751139,6/23/2017,42156.86,313042.82
215,5602219009751139,8/10/2010,2740.66,904981.48
216,5602219009751139,6/4/2002,890015.46,847079.36
217,5602219009751139,7/13/2004,231981.47,536477.69
218,5602219009751139,9/5/2020,142154.0,339555.52
219,5602219009751139,10/11/2010,441026.96,743219.94
220,5602219009751139,10/27/2009,74827.0,375208.18
221,5602219009751139,5/7/2004,69209.48,677871.76
222,5602219009751139,5/30/2013,370749.94,824231.23
223,5602219009751139,6/18/2009,903402.23,902501.43
224,5602219009751139,3/12/2003,322215.56,19608.41
225,5602219009751139,6/27/2013,732836.03,815810.38
226,5602219009751139,11/24/2015,21898.1,174703.25
227,5602219009751139,6/28/2022,477191.8,403786.85
228,5602219009751139,6/8/2001,8814.85,554109.25
229,5602219009751139,1/20/2002,805817.38,574768.12
230,5602219009751139,6/29/2005,125781.18,739100.18
231,5602219009751139,12/7/2004,116085.1,684482.5
232,5602219009751139,5/16/2019,951852.32,634144.1
233,5602219009751139,2/10/2020,89171.81,929271.26
234,5602219009751139,9/30/2003,38537.83,115488.62
235,5602219009751139,1/12/2008,322973.76,111853.37
236,5602219009751139,9/20/2000,483362.11,161986.21
237,5602219009751139,7/31/2013,921656.33,305118.01
238,5602219009751139,1/4/2008,675966.87,867432.06
239,5602219009751139,12/22/2020,678432.39,920799.05
240,5602219009751139,4/23/2006,682526.7,597764.54
241,5602219009751139,4/1/2002,554387.7,400231.07
242,5602219009751139,5/23/2007,340663.95,17663.67
243,5602219009751139,10/3/2002,469962.96,762787.29
244,5602219009751139,1/6/2022,160169.04,161046.43
245,5602219009751139,8/28/2004,456033.39,193678.76
246,5602219009751139,10/28/2003,273037.08,900045.04
247,5602219009751139,3/6/2000,347408.86,942322.47
248,5602219009751139,10/20/2010,16451.97,105834.02
249,5602219009751139,6/23/2018,290879.1,977236.95
250,5602219009751139,5/5/2011,394201.17,220550.71
251,5602219009751139,5/23/2018,299815.42,926615.01
252,5602219009751139,7/18/2020,640571.59,364411.7
253,5602219009751139,3/17/2011,1243.43,920251.11
254,5602219009751139,9/28/2007,984702.34,297950.08
255,5602219009751139,7/16/2002,534177.15,286116.66
256,5602219009751139,11/22/2018,941354.51,129058.28
257,5602219009751139,4/4/2015,263814.94,745546.3
258,5602219009751139,1/8/2004,510548.09,370231.35
259,5602219009751139,1/19/2000,123946.84,719623.01
260,5602219009751139,11/23/2010,154681.95,502189.79
261,5602219009751139,11/16/2014,685344.5,789972.68
262,5602219009751139,12/28/2018,194986.2,381913.89
263,5602219009751139,11/25/2008,701895.25,993351.47
264,5602219009751139,9/20/2022,466041.1,976000.46
265,5602219009751139,2/9/2007,402478.87,693511.7
266,5602219009751139,5/27/2004,646948.86,233578.58
267,5602219009751139,5/1/2011,965829.0,335025.65
268,5602219009751139,4/14/2011,998536.01,850313.7
269,5602219009751139,5/21/2018,25135.7,33445.13
270,5602219009751139,1/30/2003,293140.91,646059.78
271,5602219009751139,5/25/2008,126913.11,440406.48
272,5602219009751139,10/11/2014,652505.43,105328.19
273,5602219009751139,5/31/2020,127084.07,207248.33
274,5602219009751139,12/27/2016,786651.13,14667.4
275,5602219009751139,7/25/2022,391086.33,305546.25
276,5602219009751139,11/14/2015,263432.87,791263.54
277,5602219009751139,7/9/2013,129604.31,70019.22
278,5602219009751139,11/26/2017,724246.09,4213.89
279,5602219009751139,11/11/2011,354871.45,494289.28
280,5602219009751139,2/20/2008,705357.62,825653.06
281,5602219009751139,9/8/2003,267371.03,709072.59
282,5602219009751139,8/26/2021,711333.75,102202.99
283,5602219009751139,4/1/2010,781797.98,672528.41
284,5602219009751139,3/21/2011,355171.15,140666.0
285,5602219009751139,7/4/2013,924890.56,560524.12
286,5602219009751139,4/10/2021,935843.93,874306.71
287,5602219009751139,10/11/2019,937264.64,747084.12
288,5602219009751139,1/3/2009,448694.42,147278.88
289,5602219009751139,2/10/2012,27853.01,641617.4
290,5602219009751139,3/20/2018,417774.02,609147.12
291,5602219009751139,3/4/2001,772196.2,544555.71
292,5602219009751139,11/26/2007,855761.63,318772.65
293,5602219009751139,8/30/2014,61664.4,708492.54
294,5602219009751139,9/15/2003,786435.46,177352.5
295,5602219009751139,9/17/2000,92940.43,231333.3
296,5602219009751139,8/28/2019,162635.13,659432.89
297,5602219009751139,9/3/2003,189895.77,746754.56
298,5602219009751139,5/16/2007,689181.57,92714.75
299,5602219009751139,10/5/2022,140445.56,214638.35
300,5602219009751139,8/5/2011,319855.03,900956.34
301,5602219009751139,3/27/2022,602781.81,813699.97
302,5602219009751139,9/17/2011,230920.18,39742.04
303,5602219009751139,12/19/2005,373892.69,939193.61
304,5602219009751139,11/19/2006,297136.97,887494.09
305,5602219009751139,12/16/2013,520843.72,124539.94
306,5602219009751139,7/19/2006,65315.04,418557.91
307,5602219009751139,1/2/2022,416084.06,332191.94
308,5602219009751139,2/29/2020,463713.89,772492.5
309,5602219009751139,9/8/2004,131661.13,353806.79
310,5602219009751139,9/1/2015,168130.36,509104.52
311,5602219009751139,2/7/2013,805404.83,272747.12
312,5602219009751139,9/19/2019,745105.43,360130.91
313,5602219009751139,2/5/2019,942717.81,758591.39
314,5602219009751139,10/10/2003,654938.34,116769.03
315,5602219009751139,11/16/2018,175633.13,576798.44
316,5602219009751139,1/13/2000,873403.0,688812.75
317,5602219009751139,5/16/2016,784515.69,660488.99
318,5602219009751139,2/2/2002,821578.96,827112.05
319,5602219009751139,12/29/2014,967949.8,480956.89
320,5602219009751139,5/5/2002,19494.23,973676.45
321,5602219009751139,9/17/2013,676835.42,795699.88
322,5602219009751139,2/12/2018,41563.81,747853.57
323,5602219009751139,6/24/2010,94181.25,763609.0
324,5602219009751139,12/21/2002,895670.48,569829.64
325,5602219009751139,9/5/2011,472823.82,561254.9
326,5602219009751139,9/20/2014,452194.84,383360.16
327,5602219009751139,4/11/2001,928009.88,548102.73
328,5602219009751139,9/21/2012,345324.5,641583.07
329,5602219009751139,6/1/2004,619022.87,762091.59
330,5602219009751139,4/22/2009,345831.45,433148.13
331,5602219009751139,12/11/2022,219070.47,790850.23
332,5602219009751139,7/9/2015,882595.65,471516.15
333,5602219009751139,2/16/2020,249289.52,568191.55
334,5602219009751139,2/26/2020,781005.16,259880.7
335,5602219009751139,7/14/2018,191870.75,818634.32
336,5602219009751139,2/17/2008,806401.77,261581.72
337,5602219009751139,3/25/2022,657266.67,372427.53
338,5602219009751139,1/21/2017,698579.19,38793.92
339,5602219009751139,2/20/2010,280586.04,821187.81
340,5602219009751139,5/23/2007,248183.02,690929.64
341,5602219009751139,2/1/2014,545325.78,347835.81
342,5602219009751139,4/24/2000,379117.5,356216.39
343,5602219009751139,11/24/2012,64654.7,739051.61
344,5602219009751139,2/16/2007,273335.53,780657.03
345,5602219009751139,4/27/2020,151919.25,615237.03
346,5602219009751139,11/30/2017,514381.64,67282.49
347,5602219009751139,6/21/2018,395341.01,146670.55
348,5602219009751139,4/26/2012,743630.86,386784.91
349,5602219009751139,5/5/2021,896907.39,201400.06
350,5602219009751139,12/8/2008,483606.24,224886.98
351,5602219009751139,10/24/2005,427017.52,60925.09
352,5602219009751139,2/21/2002,155776.84,366488.46
353,5602219009751139,7/20/2001,766363.65,824353.76
354,5602219009751139,2/21/2022,450411.37,215063.6
355,5602219009751139,11/7/2011,694331.73,610737.22
356,5602219009751139,10/18/2012,810154.92,781674.67
357,5602219009751139,2/4/2015,64570.03,625447.2
358,5602219009751139,9/27/2020,954609.37,430446.6
359,5602219009751139,10/29/2007,135875.94,972979.67
360,5602219009751139,3/4/2000,472318.0,395686.27
361,5602219009751139,3/2/2004,668036.98,118266.68
362,5602219009751139,5/2/2016,581897.61,963593.65
363,5602219009751139,2/17/2004,711367.21,591931.19
364,5602219009751139,1/12/2003,38893.75,339327.0
365,5602219009751139,4/13/2005,384275.6,733301.75
366,5602219009751139,2/10/2015,207628.52,372375.12
367,5602219009751139,11/23/2017,578361.79,425261.16
368,5602219009751139,11/21/2013,264518.07,328722.61
369,5602219009751139,6/19/2011,740988.97,962444.36
370,5602219009751139,8/8/2005,237704.82,60587.31
371,5602219009751139,12/20/2017,581554.58,161187.83
372,5602219009751139,12/23/2015,806334.69,466859.93
373,5602219009751139,9/18/2017,185341.88,863879.77
374,5602219009751139,12/17/2011,600659.07,126273.92
375,5602219009751139,5/1/2004,881701.29,179639.33
376,5602219009751139,1/29/2008,558591.55,106386.55
377,5602219009751139,9/30/2007,142479.77,979202.33
378,5602219009751139,1/1/2003,640709.5,997408.49
379,5602219009751139,12/3/2016,802953.19,237909.87
380,5602219009751139,6/1/2016,597531.38,882994.92
381,5602219009751139,4/15/2005,428018.0,390407.01
382,5602219009751139,10/18/2009,92540.41,160057.89
383,5602219009751139,5/17/2019,171780.97,7493.05
384,5602219009751139,8/7/2002,364226.82,85154.97
385,5602219009751139,3/22/2008,848902.27,137033.75
386,5602219009751139,7/6/2006,775379.93,423429.18
387,5602219009751139,12/14/2001,218377.36,899052.89
388,5602219009751139,10/5/2013,23931.66,155580.0
389,5602219009751139,5/6/2008,634265.41,648671.88
390,5602219009751139,10/22/2022,883615.99,998708.5
391,5602219009751139,11/7/2011,949604.75,59858.6
392,5602219009751139,9/29/2020,759142.43,916048.72
393,5602219009751139,5/7/2017,431860.83,188816.99
394,5602219009751139,1/17/2008,670590.66,366490.33
395,5602219009751139,7/5/2007,974496.66,141024.9
396,5602219009751139,5/21/2010,805334.42,56307.16
397,5602219009751139,7/11/2008,161271.1,493675.95
398,5602219009751139,10/29/2016,339020.44,798213.85
399,5602219009751139,12/20/2015,744974.06,151415.59
400,5602219009751139,3/4/2019,710613.55,592556.63
401,5602219009751139,6/10/2015,956591.47,964506.96
402,5602219009751139,8/6/2017,717629.65,798942.25
403,5602219009751139,6/15/2021,495456.06,940595.53
404,5602219009751139,1/6/2012,625717.35,838164.86
405,5602219009751139,12/16/2015,493272.45,783476.97
406,5602219009751139,1/4/2007,622006.03,899706.19
407,5602219009751139,8/23/2011,538926.67,157834.94
408,5602219009751139,2/5/2021,987635.84,604549.55
409,5602219009751139,1/11/2001,578541.56,308367.4
410,5602219009751139,4/16/2019,334571.74,358369.06
411,5602219009751139,8/21/2006,891194.9,435632.0
412,5602219009751139,10/14/2001,943997.32,927427.88
413,5602219009751139,11/1/2007,970936.71,996159.79
414,5602219009751139,10/13/2001,570378.42,222573.01
415,5602219009751139,7/25/2019,398350.9,288186.1
416,5602219009751139,1/1/2015,342496.03,96649.49
417,5602219009751139,10/21/2020,816402.39,842945.44
418,5602219009751139,12/18/2005,151246.35,885781.49
419,5602219009751139,1/3/2016,288572.26,241832.22
420,5602219009751139,2/7/2012,248080.5,40855.76
421,5602219009751139,12/7/2014,343032.6,152485.78
422,5602219009751139,9/7/2007,39103.6,541500.25
423,5602219009751139,8/6/2019,49092.62,670385.68
424,5602219009751139,1/6/2014,144698.83,166111.57
425,5602219009751139,7/26/2020,27640.49,801161.12
426,5602219009751139,5/30/2009,478869.92,5060.27
427,5602219009751139,4/8/2002,501644.05,588588.99
428,5602219009751139,1/26/2011,180652.45,186114.75
429,5602219009751139,6/24/2004,365548.66,858909.98
430,5602219009751139,3/3/2019,401772.18,835845.99
431,5602219009751139,1/2/2020,546791.32,533839.21
432,5602219009751139,8/30/2014,485931.79,377573.58
433,5602219009751139,9/28/2001,475726.69,635627.0
434,5602219009751139,5/20/2011,345259.24,565416.94
435,5602219009751139,4/11/2012,812489.82,373881.08
436,5602219009751139,4/23/2020,103519.55,644370.54
437,5602219009751139,12/22/2021,627893.69,123478.93
438,5602219009751139,8/15/2012,688909.8,17141.85
439,5602219009751139,11/21/2001,426832.39,836806.92
440,5602219009751139,2/14/2022,911450.53,744248.76
441,5602219009751139,1/13/2013,747212.1,521465.31
442,5602219009751139,9/24/2018,9955.49,878365.18
443,5602219009751139,4/8/2017,72675.34,585689.05
444,5602219009751139,9/26/2003,352143.15,141585.86
445,5602219009751139,1/6/2015,881623.11,457642.35
446,5602219009751139,6/13/2019,370009.08,737907.67
447,5602219009751139,11/25/2021,542914.54,670804.46
448,5602219009751139,6/4/2010,477961.32,922037.23
449,5602219009751139,4/28/2005,642488.15,843685.15
450,5602219009751139,12/7/2005,389970.96,168349.89
451,5602219009751139,3/5/2005,75312.39,998170.36
452,5602219009751139,12/27/2005,863044.25,756585.16
453,5602219009751139,12/6/2004,677081.42,149958.96
454,5602219009751139,9/9/2016,993118.63,33049.01
455,5602219009751139,2/5/2006,722596.33,903132.26
456,5602219009751139,8/16/2016,913700.0,781281.08
457,5602219009751139,5/4/2015,104219.17,969727.11
458,5602219009751139,12/3/2020,551139.33,286689.93
459,5602219009751139,9/21/2004,704333.98,174917.17
460,5602219009751139,6/1/2010,443854.69,144214.63
461,5602219009751139,6/20/2011,959323.67,625527.88
462,5602219009751139,1/12/2006,492014.19,642926.32
463,5602219009751139,12/6/2017,872340.27,640100.92
464,5602219009751139,10/8/2013,761344.93,14342.25
465,5602219009751139,6/30/2013,689686.73,883906.79
466,5602219009751139,12/11/2022,36697.35,923505.46
467,5602219009751139,11/2/2003,685248.77,304980.21
468,5602219009751139,12/20/2021,969169.01,868281.47
469,5602219009751139,9/3/2019,167836.57,731335.46
470,5602219009751139,12/13/2022,499260.31,804564.0
471,5602219009751139,7/7/2003,329859.97,536615.01
472,5602219009751139,11/1/2021,281344.54,646252.3
473,5602219009751139,5/22/2019,991090.54,259407.49
474,5602219009751139,6/26/2007,275415.71,249917.02
475,5602219009751139,8/13/2015,861853.59,476692.74
476,5602219009751139,5/13/2017,786338.49,978018.09
477,5602219009751139,1/14/2010,233034.32,938151.32
478,5602219009751139,5/10/2008,584840.63,700211.27
479,5602219009751139,4/20/2021,329147.29,461483.63
480,5602219009751139,11/25/2004,980580.28,77121.05
481,5602219009751139,10/19/2005,393518.53,579108.75
482,5602219009751139,9/4/2003,994128.97,636010.56
483,5602219009751139,4/18/2020,498768.11,298521.37
484,5602219009751139,5/14/2002,50855.63,761969.1
485,5602219009751139,6/7/2003,906459.72,77583.71
486,5602219009751139,4/24/2007,552679.04,391691.51
487,5602219009751139,6/28/2006,400692.76,617003.76
488,5602219009751139,10/18/2011,476883.19,253698.32
489,5602219009751139,6/30/2005,503112.72,781977.01
490,5602219009751139,9/13/2014,265952.88,881329.96
491,5602219009751139,10/15/2022,171764.88,193719.9
492,5602219009751139,12/12/2019,707089.01,738369.9
493,5602219009751139,10/5/2014,839963.97,694834.11
494,5602219009751139,11/15/2009,512015.45,214482.55
495,5602219009751139,2/19/2003,737348.85,724510.41
496,5602219009751139,2/13/2020,386822.62,588687.84
497,5602219009751139,11/15/2011,197643.34,623456.64
498,5602219009751139,2/12/2007,623488.76,599446.61
499,5602219009751139,12/6/2021,509820.63,313955.35
500,5602219009751139,2/24/2014,447046.97,839744.56
501,5602219009751139,3/3/2015,476216.83,589975.27
502,5602219009751139,3/31/2004,667009.06,83189.32
503,5602219009751139,8/30/2003,34913.67,469797.23
504,5602219009751139,11/15/2001,383193.31,778854.28
505,5602219009751139,8/10/2004,91923.87,370084.57
506,5602219009751139,12/3/2006,2575.94,631988.24
507,5602219009751139,3/28/2011,553399.68,957704.57
508,5602219009751139,6/30/2020,241341.3,217542.63
509,5602219009751139,12/10/2004,138298.68,957410.3
510,5602219009751139,3/21/2014,782212.54,239356.67
511,5602219009751139,12/30/2019,130217.02,564768.67
512,5602219009751139,2/10/2006,928418.54,867173.58
513,5602219009751139,4/25/2019,439268.71,785682.6
514,5602219009751139,7/17/2020,584857.37,245379.24
515,5602219009751139,12/25/2018,466287.44,108647.58
516,5602219009751139,11/6/2009,597702.83,746514.77
517,5602219009751139,12/11/2011,17663.9,454553.68
518,5602219009751139,3/7/2001,826107.14,561036.84
519,5602219009751139,4/20/2005,632815.23,101873.44
520,5602219009751139,10/11/2014,526947.53,959837.0
521,5602219009751139,10/13/2017,244417.28,828778.72
522,5602219009751139,4/30/2000,38778.62,791304.76
523,5602219009751139,9/19/2007,694036.23,719380.6
524,5602219009751139,5/18/2004,161738.67,902362.34
525,5602219009751139,11/2/2008,802031.95,685399.52
526,5602219009751139,8/15/2015,546626.38,3229.98
527,5602219009751139,3/4/2010,353388.94,880610.66
528,5602219009751139,8/25/2000,353256.96,30228.62
529,5602219009751139,11/24/2019,278308.14,194948.38
530,5602219009751139,6/28/2013,746598.68,329867.1
531,5602219009751139,5/23/2003,323454.02,804677.03
532,5602219009751139,4/29/2009,164235.74,851881.07
533,5602219009751139,8/3/2010,379329.33,267520.42
534,5602219009751139,5/1/2008,849503.28,583855.2
535,5602219009751139,8/17/2019,658663.99,435850.29
536,5602219009751139,10/31/2014,395334.24,102526.72
